Trade Name,Generic/Proper Name(s),Active Ingredient(s),DICT _ Concern,INPUT,SMILES
isosulfan blue,isosulfan blue,isosulfan blue,no,isosulfan blue,[Na+].CCN(CC)C1=CC=C(C=C1)C(=C1C=CC(C=C1)=[N+](CC)CC)C1=C(C=CC(=C1)S([O-])(=O)=O)S([O-])(=O)=O
kynmobi,apomorphine hydrochloride,apomorphine hydrochloride,most,apomorphine hydrochloride,Cl.CN1CCC2=CC=CC3=C2[C@H]1CC1=C3C(O)=C(O)C=C1
dsuvia,sufentanil,sufentanil,less,sufentanil,CCC(=O)N(C1=CC=CC=C1)C1(COC)CCN(CCC2=CC=CS2)CC1
nitroglycerin,nitroglycerin,nitroglycerin,most,nitroglycerin,[O-][N+](=O)OCC(CO[N+]([O-])=O)O[N+]([O-])=O
asenapine,asenapine maleate,asenapine maleate,most,asenapine maleate,OC(=O)\C=C/C(O)=O.[H][C@]12CN(C)C[C@]1([H])C1=C(OC3=C2C=CC=C3)C=CC(Cl)=C1
buprenorphine,buprenorphine,buprenorphine hydrochloride,less,buprenorphine hydrochloride,Cl.[H][C@@]12OC3=C(O)C=CC4=C3[C@@]11CCN(CC3CC3)[C@]([H])(C4)[C@]11CC[C@@]2(OC)[C@]([H])(C1)C(C)(O)C(C)(C)C
citanest plain,prilocaine hydrochloride,prilocaine hydrochloride,less,prilocaine hydrochloride,Cl.CCCNC(C)C(=O)NC1=CC=CC=C1C
bleomycin,bleomycin,bleomycin sulfate,less,bleomycin,C[C@@H](O)[C@H](NC(=O)[C@@H](C)[C@H](O)[C@@H](C)NC(=O)[C@@H](NC(=O)C1=NC(=NC(N)=C1C)[C@H](CC(N)=O)NC[C@H](N)C(N)=O)[C@@H](O[C@@H]1O[C@@H](CO)[C@@H](O)[C@H](O)[C@@H]1O[C@H]1O[C@H](CO)[C@@H](O)[C@H](OC(N)=O)[C@@H]1O)C1=CN=CN1)C(=O)NCCC1=NC(=CS1)C1=NC(=CS1)C(=O)NCCC[S+](C)C
calcium gluconate,calcium gluconate,calcium gluconate monohydrate,most,calcium gluconate,[Ca++].OC[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)C([O-])=O.OC[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)C([O-])=O
lutathera,lutetium lu 177 dotatate,lutetium oxodotreotide lu-177,less,lutetium lu 177 dotatate,[H+].[177Lu+3].[H][C@@]1(CC2=CC=C(O)C=C2)NC(=O)[C@H](CSSC[C@H](NC(=O)[C@@]([H])(NC(=O)[C@H](CCCCN)NC(=O)[C@@H](CC2=CNC3=CC=CC=C23)NC1=O)[C@@H](C)O)C(=O)N[C@@H]([C@@H](C)O)C([O-])=O)NC(=O)[C@@H](CC1=CC=CC=C1)NC(=O)CN1CCN(CC([O-])=O)CCN(CC([O-])=O)CCN(CC([O-])=O)CC1
gallium citrate ga-67,gallium citrate ga-67,gallium chloride ga-67,no,gallium citrate ga-67,[67Ga+3].OC(CC([O-])=O)(CC([O-])=O)C([O-])=O
parsabiv,etelcalcetide,etelcalcetide hydrochloride,most,etelcalcetide,C[C@@H](NC(=O)[C@@H](CCCNC(N)=N)NC(=O)[C@@H](CCCNC(N)=N)NC(=O)[C@@H](CCCNC(N)=N)NC(=O)[C@@H](C)NC(=O)[C@@H](CSSC[C@H](N)C(O)=O)NC(C)=O)C(=O)N[C@H](CCCNC(N)=N)C(N)=O
khapzory,levoleucovorin,levoleucovorin disodium,no,levoleucovorin,NC1=NC(=O)C2=C(NC[C@H](CNC3=CC=C(C=C3)C(=O)N[C@@H](CCC(O)=O)C(O)=O)N2C=O)N1
indium in 111 chloride,indium in 111 chloride,indium chloride in-111,no,indium in 111 chloride,Cl[111In](Cl)Cl
cosela,trilaciclib,trilaciclib dihydrochloride,no,trilaciclib,CN1CCN(CC1)C1=CC=C(NC2=NC=C3C=C4N(C3=N2)C2(CCCCC2)CNC4=O)N=C1
pepaxto,melphalan flufenamide,melphalan flufenamide hydrochloride,no,melphalan flufenamide,CCOC(=O)[C@H](CC1=CC=C(F)C=C1)NC(=O)[C@@H](N)CC1=CC=C(C=C1)N(CCCl)CCCl
pemfexy,pemetrexed,pemetrexed monohydrate,less,pemetrexed,NC1=NC(=O)C2=C(NC=C2CCC2=CC=C(C=C2)C(=O)N[C@@H](CCC(O)=O)C(O)=O)N1
korsuva,difelikefalin,difelikefalin acetate,less,difelikefalin,CC(C)C[C@@H](NC(=O)[C@@H](CC1=CC=CC=C1)NC(=O)[C@H](N)CC1=CC=CC=C1)C(=O)N[C@H](CCCCN)C(=O)N1CCC(N)(CC1)C(O)=O
allopurinol,allopurinol,allopurinol sodium,less,allopurinol,O=C1N=CNC2=C1C=NN2
noxafil,posaconazole,posaconazole; posaconazole,most,posaconazole,CC[C@@H]([C@H](C)O)N1N=CN(C1=O)C1=CC=C(C=C1)N1CCN(CC1)C1=CC=C(OC[C@@H]2CO[C@](CN3C=NC=N3)(C2)C2=C(F)C=C(F)C=C2)C=C1
katerzia,amlodipine,amlodipine benzoate,most,amlodipine,CCOC(=O)C1=C(COCCN)NC(C)=C(C1C1=CC=CC=C1Cl)C(=O)OC
pytest,"urea, c-14",urea c-14,no,"urea, c-14",N[14C](N)=O
agrylin,anagrelide hydrochloride,anagrelide hydrochloride anhydrous,most,anagrelide hydrochloride,Cl.OC1=CN2CC3=C(NC2=N1)C=CC(Cl)=C3Cl
savella,milnacipran hydrochloride,milnacipran hydrochloride; milnacipran hydrochloride,less,milnacipran hydrochloride,Cl.CCN(CC)C(=O)[C@@]1(C[C@@H]1CN)C1=CC=CC=C1
auryxia,ferric citrate,tetraferric tricitrate decahydrate,no,ferric citrate,[Fe+3].OC(CC([O-])=O)(CC([O-])=O)C([O-])=O
brexafemme,ibrexafungerp,ibrexafungerp citrate,no,ibrexafungerp,[H][C@]12CC[C@@]3([H])[C@@]4(C)COC[C@@]3(C[C@H]([C@@H]4OC[C@](C)(N)C(C)(C)C)N3N=CN=C3C3=CC=NC=C3)C1=CC[C@@]1(C)[C@H](C(O)=O)[C@](C)(CC[C@]21C)[C@H](C)C(C)C
tykerb,lapatinib,lapatinib ditosylate,most,lapatinib,CS(=O)(=O)CCNCC1=CC=C(O1)C1=CC2=C(NC3=CC=C(OCC4=CC(F)=CC=C4)C(Cl)=C3)N=CN=C2C=C1
ukoniq,umbralisib,umbralisib tosylate,no,umbralisib,CC(C)OC1=CC=C(C=C1F)C1=NN([C@@H](C)C2=C(C3=CC(F)=CC=C3)C(=O)C3=C(O2)C=CC(F)=C3)C2=C1C(N)=NC=N2
fotivda,tivozanib,tivozanib hydrochloride,most,tivozanib,COC1=C(OC)C=C2C(OC3=CC(Cl)=C(NC(=O)NC4=NOC(C)=C4)C=C3)=CC=NC2=C1
farxiga,dapagliflozin,dapagliflozin propanediol,no,dapagliflozin,CCOC1=CC=C(CC2=C(Cl)C=CC(=C2)[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)C=C1
fetzima,levomilnacipran hydrochloride,levomilnacipran hydrochloride; levomilnacipran hydrochloride,less,levomilnacipran hydrochloride,Cl.CCN(CC)C(=O)[C@]1(C[C@H]1CN)C1=CC=CC=C1
prezista,darunavir,darunavir ethanolate,no,darunavir,CC(C)CN(C[C@@H](O)[C@H](CC1=CC=CC=C1)NC(=O)O[C@H]1CO[C@H]2OCC[C@@H]12)S(=O)(=O)C1=CC=C(N)C=C1
belviq xr extended release extended release,lorcaserin hydrochloride,lorcaserin hydrochloride anhydrous,most,lorcaserin hydrochloride,Cl.C[C@H]1CNCCC2=C1C=C(Cl)C=C2
bosentan,bosentan,bosentan anhydrous,less,bosentan,COC1=CC=CC=C1OC1=C(NS(=O)(=O)C2=CC=C(C=C2)C(C)(C)C)N=C(N=C1OCCO)C1=NC=CC=N1
mycophenolic acid,mycophenolic acid,mycophenolate sodium,less,mycophenolic acid,COC1=C(C)C2=C(C(=O)OC2)C(O)=C1C\C=C(/C)CCC(O)=O
entecavir,entecavir,entecavir anhydrous,no,entecavir,NC1=NC2=C(N=CN2[C@H]2C[C@H](O)[C@@H](CO)C2=C)C(=O)N1
nebivolol,nebivolol,nebivolol hydrochloride,less,nebivolol,OC(CNCC(O)C1CCC2=C(O1)C=CC(F)=C2)C1CCC2=CC(F)=CC=C2O1
azithromycin,azithromycin,azithromycin anhydrous,most,azithromycin,CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@@H]([C@H]2O)N(C)C)[C@](C)(O)C[C@@H](C)CN(C)[C@H](C)[C@@H](O)[C@]1(C)O
risedronate sodium,risedronate sodium,risedronate sodium hemi-pentahydrate,less,risedronate sodium,[Na+].[Na+].OC(CC1=CC=CN=C1)(P(O)([O-])=O)P(O)([O-])=O
gavilax,gavilax,polyethylene glycol 3350,no,gavilax,"[H]OCCO |lp:1:2,4:2,Sg:n:1,2,3::ht|"
risedronate sodium,risedronate sodium,risedronate sodium monohydrate,less,risedronate sodium,[Na+].[Na+].OC(CC1=CC=CN=C1)(P(O)([O-])=O)P(O)([O-])=O
cefdinir,cefdinir,cefdinir monohydrate,less,cefdinir,NC1=NC(=CS1)C(=N\O)\C(=O)N[C@H]1[C@H]2SCC(C=C)=C(N2C1=O)C(O)=O
eletriptan hydrobromide,eletriptan hydrobromide,eletriptan hydrobromide monohydrate,most,eletriptan hydrobromide,Br.CN1CCC[C@@H]1CC1=CNC2=CC=C(CCS(=O)(=O)C3=CC=CC=C3)C=C12
icatibant,icatibant,icatibant acetate,no,icatibant,[H][C@]12C[C@H](N(C(=O)[C@H]3CC4=CC=CC=C4CN3C(=O)[C@H](CO)NC(=O)[C@H](CC3=CC=CS3)NC(=O)CNC(=O)[C@@H]3C[C@@H](O)CN3C(=O)[C@@H]3CCCN3C(=O)[C@H](CCCNC(N)=N)NC(=O)[C@H](N)CCCNC(N)=N)[C@@]1([H])CCCC2)C(=O)N[C@@H](CCCNC(N)=N)C(O)=O
,etoricoxib,etoricoxib,most,etoricoxib,CC1=NC=C(C=C1)C1=NC=C(Cl)C=C1C1=CC=C(C=C1)S(C)(=O)=O
,rofecoxib,rofecoxib,most,rofecoxib,CS(=O)(=O)C1=CC=C(C=C1)C1=C(C(=O)OC1)C1=CC=CC=C1
,benfluorex,benfluorex,most,benfluorex,CC(CC1=CC(=CC=C1)C(F)(F)F)NCCOC(=O)C1=CC=CC=C1
,chlorphentermine,chlorphentermine,most,chlorphentermine,CC(C)(N)CC1=CC=C(Cl)C=C1
,dexfenfluramine,dexfenfluramine,most,dexfenfluramine,CCN[C@@H](C)CC1=CC=CC(=C1)C(F)(F)F
,levomethadyl acetate,levomethadyl acetate,most,levomethadyl acetate,CC[C@H](OC(C)=O)C(C[C@H](C)N(C)C)(C1=CC=CC=C1)C1=CC=CC=C1
,propoxyphene,propoxyphene,most,propoxyphene,CCC(=O)O[C@@](CC1=CC=CC=C1)([C@H](C)CN(C)C)C1=CC=CC=C1
,sertindole,sertindole,most,sertindole,FC1=CC=C(C=C1)N1C=C(C2CCN(CCN3CCNC3=O)CC2)C2=C1C=CC(Cl)=C2
,sibutramine,sibutramine,most,sibutramine,CC(C)CC(N(C)C)C1(CCC1)C1=CC=C(Cl)C=C1
,cisapride,cisapride,most,cisapride,CO[C@H]1CN(CCCOC2=CC=C(F)C=C2)CC[C@H]1NC(=O)C1=CC(Cl)=C(N)C=C1OC
,terodiline,terodiline,most,terodiline,CC(CC(C1=CC=CC=C1)C1=CC=CC=C1)NC(C)(C)C
,astemizole,astemizole,most,astemizole,COC1=CC=C(CCN2CCC(CC2)NC2=NC3=CC=CC=C3N2CC2=CC=C(F)C=C2)C=C1
,terfenadine,terfenadine,most,terfenadine,CC(C)(C)C1=CC=C(C=C1)C(O)CCCN1CCC(CC1)C(O)(C1=CC=CC=C1)C1=CC=CC=C1
,grepafloxacin,grepafloxacin,most,grepafloxacin,CC1CN(CCN1)C1=C(F)C(C)=C2C(=O)C(=CN(C3CC3)C2=C1)C(O)=O
,sparfloxacin,sparfloxacin,most,sparfloxacin,C[C@H]1CN(C[C@@H](C)N1)C1=C(F)C2=C(C(N)=C1F)C(=O)C(=CN2C1CC1)C(O)=O
,buflomedil,buflomedil,most,buflomedil,COC1=CC(OC)=C(C(=O)CCCN2CCCC2)C(OC)=C1
,encainide,encainide,most,encainide,COC1=CC=C(C=C1)C(=O)NC1=CC=CC=C1CCC1CCCCN1C
,lidoflazine,lidoflazine,most,lidoflazine,CC1=CC=CC(C)=C1NC(=O)CN1CCN(CCCC(C2=CC=C(F)C=C2)C2=CC=C(F)C=C2)CC1
,mibefradil,mibefradil,most,mibefradil,COCC(=O)O[C@]1(CCN(C)CCCC2=NC3=C(N2)C=CC=C3)CCC2=C(C=CC(F)=C2)[C@@H]1C(C)C
,orciprenaline,orciprenaline,most,orciprenaline,CC(C)NCC(O)C1=CC(O)=CC(O)=C1
,prenylamine,prenylamine,most,prenylamine,CC(CC1=CC=CC=C1)NCCC(C1=CC=CC=C1)C1=CC=CC=C1
,probucol,probucol,most,probucol,CC(C)(SC1=CC(=C(O)C(=C1)C(C)(C)C)C(C)(C)C)SC1=CC(=C(O)C(=C1)C(C)(C)C)C(C)(C)C
,clobutinol,clobutinol,most,clobutinol,CC(CN(C)C)C(C)(O)CC1=CC=C(Cl)C=C1
premarin,conjugated estrogens,"estrogens, conjugated",less,premarin,[H][C@@]12CCC(=O)[C@@]1(C)CC[C@]1([H])C3=C(CC[C@@]21[H])C=C(OS(O)(=O)=O)C=C3
infed,iron dextran,iron dextran,less,infed,[Fe++]
ertapenem,ertapenem sodium,ertapenem sodium,less,ertapenem,C[C@@H](O)[C@@H]1[C@H]2[C@@H](C)C(S[C@@H]3CN[C@@H](C3)C(=O)NC3=CC=CC(=C3)C(O)=O)=C(N2C1=O)C(O)=O
cefotetan,cefotetan disodium,cefotetan disodium,no,cefotetan,CO[C@]1(NC(=O)C2SC(S2)=C(C(N)=O)C(O)=O)[C@H]2SCC(CSC3=NN=NN3C)=C(N2C1=O)C(O)=O
nulibry,fosdenopterin hydrobromide,fosdenopterin hydrobromide,no,nulibry,[H][C@@]12COP(O)(=O)O[C@]1([H])C(O)(O)[C@]1([H])NC3=C(NC(=N)N=C3O)N[C@]1([H])O2
technescan hdp,technetium tc 99m oxidronate,oxidronate disodium,no,technescan hdp,[Na+].[Na+].OC(P(O)([O-])=O)P(O)([O-])=O
vibativ,telavancin hydrochloride,telavancin hydrochloride,most,vibativ,[H][C@@]1(C[C@](C)(NCCNCCCCCCCCCC)[C@H](O)[C@H](C)O1)O[C@@H]1[C@@H](O)[C@H](O)[C@@H](CO)O[C@H]1OC1=C2OC3=CC=C(C=C3Cl)[C@@H](O)[C@@H](NC(=O)[C@@H](CC(C)C)NC)C(=O)N[C@@H](CC(N)=O)C(=O)N[C@]3([H])C(C=C1OC1=CC=C(C=C1Cl)[C@@H](O)[C@]1([H])NC(=O)[C@]([H])(NC3=O)C3=CC=C(O)C(=C3)C3=C(O)C(CNCP(O)(O)=O)=C(O)C=C3[C@]([H])(NC1=O)C(O)=O)=C2
levothyroxine sodium,levothyroxine sodium anhydrous,levothyroxine sodium anhydrous,most,levothyroxine sodium,[Na+].N[C@@H](CC1=CC(I)=C(OC2=CC(I)=C(O)C(I)=C2)C(I)=C1)C([O-])=O
micafungin,micafungin sodium,micafungin sodium,less,micafungin,[H][C@@]12C[C@@H](O)CN1C(=O)C(NC(=O)[C@H](C[C@@H](O)[C@@H](O)NC(=O)[C@]1([H])[C@@H](O)[C@@H](C)CN1C(=O)[C@@]([H])(NC(=O)C(NC2=O)[C@H](O)[C@@H](O)C1=CC(OS(O)(=O)=O)=C(O)C=C1)[C@H](O)CC(N)=O)NC(=O)C1=CC=C(C=C1)C1=NOC(=C1)C1=CC=C(OCCCCC)C=C1)[C@@H](C)O
sotradecol,tetradecyl hydrogen sulfate (ester),tetradecyl hydrogen sulfate (ester),most,sotradecol,[Na+].CCCCC(CC)CCC(CC(C)C)OS([O-])(=O)=O
endrate,"edetate disodium, anhydrous","edetate disodium, anhydrous",ambiguous,endrate,OC(=O)CN(CCN(CC(O)=O)CC(O)=O)CC(O)=O
tpoxx,tecovirimat monohydrate,tecovirimat monohydrate,no,tpoxx,[H][C@@]12[C@@H]3C=C[C@@H]([C@H]4C[C@@H]34)[C@]1([H])C(=O)N(NC(=O)C1=CC=C(C=C1)C(F)(F)F)C2=O
nucynta er,tapentadol hydrochloride,tapentadol hydrochloride,less,nucynta er,CC[C@H]([C@@H](C)CN(C)C)C1=CC(O)=CC=C1
cimetidine,cimetidine hydrochloride,cimetidine hydrochloride,less,cimetidine,CNC(NCCSCC1=C(C)NC=N1)=NC#N
paroxetine,paroxetine hydrochloride,paroxetine hydrochloride anhydrous,less,paroxetine,FC1=CC=C(C=C1)[C@@H]1CCNC[C@H]1COC1=CC=C2OCOC2=C1
paroxetine,paroxetine hydrochloride,paroxetine hydrochloride anhydrous,less,paroxetine,FC1=CC=C(C=C1)[C@@H]1CCNC[C@H]1COC1=CC=C2OCOC2=C1
seconal sodium,secobarbital sodium,secobarbital sodium,less,seconal sodium,[Na+].CCCC(C)C1(CC=C)C(=O)NC([O-])=NC1=O
hyaluronic acid,hyaluronic acid,hyaluronic acid,no,,Cannot do
aveed,testosterone undecanoate,testosterone undecanoate,most,,CCCCCCCCCCC(=O)O[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CCC4=CC(=O)CC[C@]34C)C
apretude,cabotegravir,cabotegravir sodium,no,,C[C@H]1CO[C@H]2N1C(=O)C3=C(C(=O)C(=CN3C2)C(=O)NCC4=C(C=C(C=C4)F)F)[O-].[Na+]
polymyxin b,polymyxin b,polymyxin b sulfate,no,,Cannot do
capastat sulfate,capreomycin,capreomycin sulfate,no,,C1CN=C(NC1C2C(=O)NCC(C(=O)NC(C(=O)NC(C(=O)N/C(=C\NC(=O)N)/C(=O)N2)CNC(=O)CC(CCCN)N)CO)N)N.OS(=O)(=O)O
colistimethate sodium,colistimethate sodium,colistimethate sodium,no,,Cannot do
colistimethate,colistimethate sodium,colistimethate,no,,CCC(C)CCCCC(=O)NC(CCNCS(=O)(=O)[O-])C(=O)NC(C(C)O)C(=O)NC(CCNCS(=O)(=O)[O-])C(=O)NC1CCNC(=O)C(NC(=O)C(NC(=O)C(NC(=O)C(NC(=O)C(NC(=O)C(NC1=O)CCNCS(=O)(=O)[O-])CC(C)C)CC(C)C)CCNCS(=O)(=O)[O-])CCNCS(=O)(=O)[O-])C(C)O.[Na+].[Na+].[Na+].[Na+].[Na+]
glucagen,glucagon hydrochloride,glucagon hydrochloride,ambiguous,,C[C@H]([C@@H](C(=O)N[C@@H](CC1=CC=CC=C1)C(=O)N[C@@H]([C@@H](C)O)C(=O)N[C@@H](CO)C(=O)N[C@@H](CC(=O)O)C(=O)N[C@@H](CC2=CC=C(C=C2)O)C(=O)N[C@@H](CO)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CC3=CC=C(C=C3)O)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CC(=O)O)C(=O)N[C@@H](CO)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](C)C(=O)N[C@@H](CCC(=O)N)C(=O)N[C@@H](CC(=O)O)C(=O)N[C@@H](CC4=CC=CC=C4)C(=O)N[C@@H](C(C)C)C(=O)N[C@@H](CCC(=O)N)C(=O)N[C@@H](CC5=CNC6=CC=CC=C65)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CCSC)C(=O)N[C@@H](CC(=O)N)C(=O)N[C@@H]([C@@H](C)O)C(=O)O)NC(=O)CNC(=O)[C@H](CCC(=O)N)NC(=O)[C@H](CO)NC(=O)[C@H](CC7=CN=CN7)N)O.Cl
purified cortrophin gel,repository corticotropin,corticotropin,less,,C[C@@H](C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](CC(=O)O)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](CO)C(=O)N[C@@H](C)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](C)C(=O)N[C@@H](CC1=CC=CC=C1)C(=O)N2CCC[C@H]2C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](CC3=CC=CC=C3)C(=O)O)NC(=O)CNC(=O)[C@H](CC(=O)N)NC(=O)[C@@H]4CCCN4C(=O)[C@H](CC5=CC=C(C=C5)O)NC(=O)[C@H](C(C)C)NC(=O)[C@H](CCCCN)NC(=O)[C@H](C(C)C)NC(=O)[C@@H]6CCCN6C(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CCCCN)NC(=O)[C@H](CCCCN)NC(=O)CNC(=O)[C@H](C(C)C)NC(=O)[C@@H]7CCCN7C(=O)[C@H](CCCCN)NC(=O)CNC(=O)[C@H](CC8=CNC9=CC=CC=C98)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CC1=CC=CC=C1)NC(=O)[C@H](CC1=CN=CN1)NC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](CCSC)NC(=O)[C@H](CO)NC(=O)[C@H](CC1=CC=C(C=C1)O)NC(=O)[C@H](CO)N
tissueblue,brilliant blue g,brilliant blue g,no,,CCN(CC1=CC(=CC=C1)S(=O)(=O)[O-])C2=CC(=C(C=C2)/C(=C/3\C=CC(=[N+](CC)CC4=CC(=CC=C4)S(=O)(=O)[O-])C=C3C)/C5=CC=C(C=C5)NC6=CC=C(C=C6)OCC)C.[Na+]
steritalc 2g; steritalc 3g; steritalc 4g,talc,talc,less,,O[Si](=O)[O-].O[Si](=O)[O-].[O-][Si](=O)[O-].[O-][Si](=O)[O-].[Mg+2].[Mg+2].[Mg+2]
prialt,ziconotide acetate,ziconotide acetate,less,,CC1C(=O)NC(C(=O)NC2CSSCC3C(=O)NC(C(=O)NC(C(=O)NCC(=O)NC(C(=O)NC(CSSCC(C(=O)NC(CSSCC(C(=O)NC(C(=O)NCC(=O)NC(C(=O)NCC(=O)N1)CCCCN)CCCCN)N)C(=O)NC(C(=O)NCC(=O)NC(C(=O)N3)CO)C(C)O)NC(=O)C(NC(=O)C(NC(=O)C(NC(=O)C(NC(=O)C(NC(=O)C(NC2=O)CO)CCCNC(=N)N)CC(C)C)CCSC)CC4=CC=C(C=C4)O)CC(=O)O)C(=O)N)CCCCN)CO)CCCNC(=N)N)CCCCN
spinraza,nusinersen,nusinersen,no,,CC1=CN(C(=O)NC1=O)[C@H]2[C@@H]([C@@H]([C@H](O2)CO)OP(=S)(O)OC[C@@H]3[C@H]([C@H]([C@@H](O3)N4C=C(C(=NC4=O)N)C)OCCOC)OP(=S)(O)OC[C@@H]5[C@H]([C@H]([C@@H](O5)N6C=NC7=C(N=CN=C76)N)OCCOC)OP(=S)(O)OC[C@@H]8[C@H]([C@H]([C@@H](O8)N9C=C(C(=NC9=O)N)C)OCCOC)OP(=S)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N1C=C(C(=O)NC1=O)C)OCCOC)OP(=S)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N1C=C(C(=O)NC1=O)C)OCCOC)OP(=S)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N1C=C(C(=O)NC1=O)C)OCCOC)OP(=S)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N1C=C(C(=NC1=O)N)C)OCCOC)OP(=S)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N1C=NC2=C(N=CN=C21)N)OCCOC)OP(=S)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N1C=C(C(=O)NC1=O)C)OCCOC)OP(=S)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N1C=NC2=C(N=CN=C21)N)OCCOC)OP(=S)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N1C=NC2=C(N=CN=C21)N)OCCOC)OP(=S)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N1C=C(C(=O)NC1=O)C)OCCOC)OP(=S)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N1C=NC2=C1N=C(NC2=O)N)OCCOC)OP(=S)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N1C=C(C(=NC1=O)N)C)OCCOC)OP(=S)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N1C=C(C(=O)NC1=O)C)OCCOC)OP(=S)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N1C=NC2=C1N=C(NC2=O)N)OCCOC)OP(=S)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N1C=NC2=C1N=C(NC2=O)N)OCCOC)O)OCCOC
gallium ga-68 psma-11,gallium ga-68 gozetotide,gallium ga-68 gozetotide,no,,[H+].C1=CC(=C(C=C1CCC(=O)NCCCCCC(=O)NCCCC[C@@H](C(=O)O)NC(=O)N[C@@H](CCC(=O)O)C(=O)O)CN(CCN(CC2=C(C=CC(=C2)CCC(=O)O)[O-])CC(=O)[O-])CC(=O)[O-])[O-].[68Ga+3]
vasopressin,vasopressin,"vasopressin, unspecified",less,,Cannot do
photofrin,porfimer sodium,porfimer sodium,less,,CCC1=C(C2=CC3=NC(=CC4=C(C(=C(N4)C=C5C(=C(C(=N5)C=C1N2)C)C(C)O)C)CCC(=O)O)C(=C3C)CCC(=O)O)C.[Na+]
omegaven,fish oil,fish oil,ambiguous,,Cannot do
amondys 45,casimersen,casimersen,no,,CN(C)P(=O)(N1CCN(CC1)C(=O)OCCOCCOCCO)OC[C@@H]2CNC[C@@H](O2)N3C=CC(=NC3=O)N
onpattro,patisiran,patisiran sodium,less,,Cannot do
triferic avnu,ferric pyrophosphate citrate,ferric pyrophosphate citrate,less,,[H+].[H+].[H+].[H+].[H+].[H+].[H+].[H+].[H+].C(C(=O)[O-])C(CC(=O)[O-])(C(=O)[O-])O.C(C(=O)[O-])C(CC(=O)[O-])(C(=O)[O-])O.C(C(=O)[O-])C(CC(=O)[O-])(C(=O)[O-])O.[O-]P(=O)([O-])OP(=O)([O-])[O-].[O-]P(=O)([O-])OP(=O)([O-])[O-].[O-]P(=O)([O-])OP(=O)([O-])[O-].[Fe+3].[Fe+3].[Fe+3].[Fe+3]
