INPUT,FOUND_BY,DTXSID,PREFERRED_NAME,SMILES
Balsalazide Disodium,Searched by Synonym: Found 0 results,N/A,N/A,N/A
DIETHYLPROPION HYDROCHLORIDE ER,Searched by Synonym: Found 0 results,N/A,N/A,N/A
Dexmethylphenidate Hydrochloride,Searched by Synonym: Found 0 results,N/A,N/A,N/A
Theophylline (Anhydrous),Searched by Synonym: Found 0 results,N/A,N/A,N/A
Chenodal,Searched by Synonym: Found 0 results,N/A,N/A,N/A
Neomycin Sulfate,Approved Name,DTXSID4041074,Neomycin sulfate,N/A
PERMAX,Searched by Synonym: Found 0 results,N/A,N/A,N/A
SODIUM POLYSTYRENE SULFONATE,Approved Name - WARNING: Synonym mapped to two or more chemicals,DTXSID201036054,Sodium polystyrene sulfonate,N/A
SODIUM POLYSTYRENE SULFONATE,Synonym from Valid Source - WARNING: Synonym mapped to two or more chemicals,DTXSID0057598,"Benzenesulfonic acid, ethenyl-, homopolymer, sodium salt",N/A
VASOPRESSIN,Approved Name - WARNING: Synonym mapped to two or more chemicals,DTXSID201018727,Vasopressin,N/A
VASOPRESSIN,Integrated Source Name - WARNING: Synonym mapped to two or more chemicals,DTXSID4040925,Vasotocin,N/A
Compro,Searched by Synonym: Found 0 results,N/A,N/A,N/A
Cetrotide,Searched by Synonym: Found 0 results,N/A,N/A,N/A
LEQVIO,Searched by Synonym: Found 0 results,N/A,N/A,N/A
Empaveli,Searched by Synonym: Found 0 results,N/A,N/A,N/A
OXLUMO,Searched by Synonym: Found 0 results,N/A,N/A,N/A
Vantas,Searched by Synonym: Found 0 results,N/A,N/A,N/A
Imcivree,Searched by Synonym: Found 0 results,N/A,N/A,N/A
Lanreotide Acetate,Approved Name,DTXSID201027706,Lanreotide acetate,N/A
Tymlos,Synonym,DTXSID201027906,Abaloparatide,N/A
Tegsedi,Synonym,DTXSID801027904,Inotersen sodium,N/A
XYOSTED,Searched by Synonym: Found 0 results,N/A,N/A,N/A
VOXZOGO 0.4mg; VOXZOGO 0.56mg; VOXZOGO 1.2mg,Searched by Synonym: Found 0 results,N/A,N/A,N/A
SymlinPen,Searched by Synonym: Found 0 results,N/A,N/A,N/A
GIVLAARI,Expert Validated Synonym - WARNING: Synonym mapped to two or more chemicals,DTXSID401027902,Givosiran sodium,N/A
GIVLAARI,Synonym from Valid Source - WARNING: Synonym mapped to two or more chemicals,DTXSID701027901,Givosiran,N/A
WEGOVY,Searched by Synonym: Found 0 results,N/A,N/A,N/A
Nexplanon,Searched by Synonym: Found 0 results,N/A,N/A,N/A
FUZEON,Searched by Synonym: Found 0 results,N/A,N/A,N/A
Fragmin,Searched by Synonym: Found 0 results,N/A,N/A,N/A
Forteo,Synonym,DTXSID001027900,Teriparatide,N/A
KYBELLA,Searched by Synonym: Found 0 results,N/A,N/A,N/A
Fyremadel,Searched by Synonym: Found 0 results,N/A,N/A,N/A
Innohep,Searched by Synonym: Found 0 results,N/A,N/A,N/A
KYNMOBI,Searched by Synonym: Found 0 results,N/A,N/A,N/A
Dsuvia,Searched by Synonym: Found 0 results,N/A,N/A,N/A
Northera,Synonym,DTXSID6046422,Droxidopa,N[C@@H]([C@H](O)C1=CC(O)=C(O)C=C1)C(O)=O
Levothyroxine Sodium,Synonym - WARNING: Synonym mapped to two or more chemicals,DTXSID8023214,Levothyroxine,N[C@@H](CC1=CC(I)=C(OC2=CC(I)=C(O)C(I)=C2)C(I)=C1)C(O)=O
Synthroid,Synonym - WARNING: Synonym mapped to two or more chemicals,DTXSID8023214,Levothyroxine,N[C@@H](CC1=CC(I)=C(OC2=CC(I)=C(O)C(I)=C2)C(I)=C1)C(O)=O
Melphalan,Approved Name,DTXSID6020804,Melphalan,N[C@@H](CC1=CC=C(C=C1)N(CCCl)CCCl)C(O)=O
Melphalan,Approved Name,DTXSID6020804,Melphalan,N[C@@H](CC1=CC=C(C=C1)N(CCCl)CCCl)C(O)=O
acetylcysteine,Synonym - WARNING: Synonym mapped to two or more chemicals,DTXSID8022876,L-Cysteine,N[C@@H](CS)C(O)=O
Seromycin,Synonym from Valid Source,DTXSID8022870,Cycloserine,N[C@@H]1CONC1=O
ONGLYZA,Synonym - WARNING: Synonym mapped to two or more chemicals,DTXSID7048580,Saxagliptin,N[C@H](C(=O)N1[C@H]2C[C@H]2C[C@H]1C#N)C12CC3CC(CC(O)(C3)C1)C2
Guanfacine,Approved Name,DTXSID9046944,Guanfacine,NC(=N)NC(=O)CC1=C(Cl)C=CC=C1Cl
Azedra,Synonym,DTXSID30228311,Iobenguane I 131,NC(=N)NCC1=CC([131I])=CC=C1
Darifenacin,Approved Name,DTXSID2048290,Darifenacin,NC(=O)C([C@@H]1CCN(CCC2=CC3=C(OCC3)C=C2)C1)(C1=CC=CC=C1)C1=CC=CC=C1
BRUKINSA,Expert Validated Synonym,DTXSID701026208,Zanubrutinib,NC(=O)C1=C2NCC[C@@H](C3CCN(CC3)C(=O)C=C)N2N=C1C1=CC=C(OC2=CC=CC=C2)C=C1
Tigan,Synonym,DTXSID0021709,Benzamide,NC(=O)C1=CC=CC=C1
ZEJULA,Synonym,DTXSID50146129,Niraparib,NC(=O)C1=CC=CC2=CN(N=C12)C1=CC=C(C=C1)[C@@H]1CCCNC1
Rufinamide,Approved Name,DTXSID1046506,Rufinamide,NC(=O)C1=CN(CC2=C(F)C=CC=C2F)N=N1
Pyrazinamide,Approved Name,DTXSID9021215,Pyrazinamide,NC(=O)C1=NC=CN=C1
Ribavirin,Approved Name,DTXSID8023557,Ribavirin,NC(=O)C1=NN(C=N1)[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O
Modafinil,Approved Name,DTXSID0023329,Modafinil,NC(=O)CS(=O)C(C1=CC=CC=C1)C1=CC=CC=C1
Carglumic Acid,Synonym,DTXSID7046706,N-Carbamyl-L-glutamic acid,NC(=O)N[C@@H](CCC(O)=O)C(O)=O
CARBAMAZEPINE,Approved Name,DTXSID4022731,Carbamazepine,NC(=O)N1C2=CC=CC=C2C=CC2=C1C=CC=C2
Oxcarbazepine,Approved Name,DTXSID0045703,Oxcarbazepine,NC(=O)N1C2=CC=CC=C2CC(=O)C2=CC=CC=C12
HYDROXYUREA,Approved Name,DTXSID6025438,Hydroxyurea,NC(=O)NO
Felbamate,Approved Name,DTXSID9023041,Felbamate,NC(=O)OCC(COC(N)=O)C1=CC=CC=C1
vigabatrin,Integrated Source Name,DTXSID4041153,4-Amino-5-hexenoic acid,NC(CCC(O)=O)C=C
THAM,Synonym,DTXSID2023723,Tromethamine,NC(CO)(CO)CO
carboprost tromethamine,Approved Name,DTXSID601015618,Carboprost tromethamine,NC(CO)(CO)CO.CCCCC[C@](C)(O)\C=C\[C@H]1[C@H](O)C[C@H](O)[C@@H]1C\C=C/CCCC(O)=O
Ketorolac Tromethamine,Approved Name,DTXSID0045597,Ketorolac tromethamine,NC(CO)(CO)CO.OC(=O)C1CCN2C1=CC=C2C(=O)C1=CC=CC=C1
Famotidine,Approved Name,DTXSID5023039,Famotidine,NC(N)=NC1=NC(CSCCC(N)=NS(N)(=O)=O)=CS1
Tranexamic Acid,Approved Name,DTXSID3045350,Tranexamic acid,NC[C@H]1CC[C@@H](CC1)C(O)=O
Tobramycin,Approved Name,DTXSID8023680,Tobramycin,NC[C@H]1O[C@H](O[C@@H]2[C@@H](N)C[C@@H](N)[C@H](O[C@H]3O[C@H](CO)[C@@H](O)[C@H](N)[C@H]3O)[C@H]2O)[C@H](N)C[C@@H]1O
Pomalyst,Expert Validated Synonym,DTXSID40893458,Pomalidomide,NC1=C2C(=O)N(C3CCC(=O)NC3=O)C(=O)C2=CC=C1
Revlimid,Synonym,DTXSID8046664,Lenalidomide,NC1=C2CN(C3CCC(=O)NC3=O)C(=O)C2=CC=C1
MINOXIDIL,Approved Name,DTXSID9040685,Minoxidil,NC1=CC(=NC(N)=[N+]1[O-])N1CCCCC1
SULFADIAZINE,Approved Name,DTXSID7044130,Sulfadiazine,NC1=CC=C(C=C1)S(=O)(=O)NC1=NC=CC=N1
Mesalamine,Synonym from Valid Source,DTXSID5024506,5-Aminosalicylic acid,NC1=CC=C(O)C(=C1)C(O)=O
Dalfampridine,Expert Validated Synonym,DTXSID0023870,4-Aminopyridine,NC1=CC=NC=C1
CEFDINIR,Approved Name,DTXSID8046084,Cefdinir,NC1=NC(=CS1)C(=N\O)\C(=O)N[C@H]1[C@H]2SCC(C=C)=C(N2C1=O)C(O)=O
Cefdinir,Approved Name,DTXSID8046084,Cefdinir,NC1=NC(=CS1)C(=N\O)\C(=O)N[C@H]1[C@H]2SCC(C=C)=C(N2C1=O)C(O)=O
Cefixime,Approved Name,DTXSID7022754,Cefixime,NC1=NC(=CS1)C(=N\OCC(O)=O)\C(=O)N[C@H]1[C@H]2SCC(C=C)=C(N2C1=O)C(O)=O
acyclovir,Approved Name,DTXSID1022556,Acyclovir,NC1=NC(=O)C2=C(N1)N(COCCO)C=N2
acyclovir,Approved Name,DTXSID1022556,Acyclovir,NC1=NC(=O)C2=C(N1)N(COCCO)C=N2
Folic acid,Approved Name,DTXSID0022519,Folic acid,NC1=NC(=O)C2=C(N1)N=CC(CNC1=CC=C(C=C1)C(=O)N[C@@H](CCC(O)=O)C(O)=O)=N2
Levoleucovorin,Synonym,DTXSID4023204,L-Folinic acid,NC1=NC(=O)C2=C(NC[C@H](CNC3=CC=C(C=C3)C(=O)N[C@@H](CCC(O)=O)C(O)=O)N2C=O)N1
LEVOLEUCOVORIN,Synonym,DTXSID4023204,L-Folinic acid,NC1=NC(=O)C2=C(NC[C@H](CNC3=CC=C(C=C3)C(=O)N[C@@H](CCC(O)=O)C(O)=O)N2C=O)N1
Lamivudine,Approved Name,DTXSID7023194,Lamivudine,NC1=NC(=O)N(C=C1)[C@@H]1CS[C@H](CO)O1
Cytarabine,Approved Name,DTXSID3022877,Cytarabine,NC1=NC(=O)N(C=C1)[C@@H]1O[C@H](CO)[C@@H](O)[C@@H]1O
GEMCITABINE,Approved Name,DTXSID3040487,Gemcitabine,NC1=NC(=O)N(C=C1)[C@@H]1O[C@H](CO)[C@@H](O)C1(F)F
Gemcitabine,Approved Name,DTXSID3040487,Gemcitabine,NC1=NC(=O)N(C=C1)[C@@H]1O[C@H](CO)[C@@H](O)C1(F)F
emtricitabine,Approved Name,DTXSID0040129,Emtricitabine,NC1=NC(=O)N(C=C1F)[C@@H]1CS[C@H](CO)O1
AZACITIDINE,Synonym from Valid Source,DTXSID9020116,5-Azacytidine,NC1=NC(=O)N(C=N1)[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O
DECITABINE,Approved Name,DTXSID7030432,Decitabine,NC1=NC(=O)N(C=N1)[C@H]1C[C@H](O)[C@@H](CO)O1
Fludarabine Phosphate,Approved Name,DTXSID2023060,Fludarabine phosphate,NC1=NC(F)=NC2=C1N=CN2[C@@H]1O[C@H](COP(O)(O)=O)[C@@H](O)[C@@H]1O
LAMOTRIGINE,Approved Name,DTXSID2023195,Lamotrigine,NC1=NC(N)=C(N=N1)C1=CC=CC(Cl)=C1Cl
Triamterene,Approved Name,DTXSID6021373,Triamterene,NC1=NC(N)=C2N=C(C(N)=NC2=N1)C1=CC=CC=C1
Folotyn,Synonym,DTXSID3048578,Pralatrexate,NC1=NC(N)=C2N=C(CC(CC#C)C3=CC=C(C=C3)C(=O)N[C@@H](CCC(O)=O)C(O)=O)C=NC2=N1
Abacavir,Approved Name,DTXSID4046444,Abacavir,NC1=NC(NC2CC2)=C2N=CN([C@@H]3C[C@H](CO)C=C3)C2=N1
Imbruvica,Expert Validated Synonym,DTXSID60893450,Ibrutinib,NC1=NC=NC2=C1C(=NN2[C@@H]1CCCN(C1)C(=O)C=C)C1=CC=C(OC2=CC=CC=C2)C=C1
Adenosine,Approved Name,DTXSID1022558,Adenosine,NC1=NC=NC2=C1N=CN2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O
ENTECAVIR,Approved Name,DTXSID4046446,Entecavir,NC1=NC2=C(N=CN2[C@H]2C[C@H](O)[C@@H](CO)C2=C)C(=O)N1
Entecavir,Approved Name,DTXSID4046446,Entecavir,NC1=NC2=C(N=CN2[C@H]2C[C@H](O)[C@@H](CO)C2=C)C(=O)N1
TABLOID,Synonym from Valid Source,DTXSID6023652,6-Thioguanine,NC1=NC2=C(NC=N2)C(=S)N1
Riluzole,Expert Validated Synonym,DTXSID3045192,6-(Trifluoromethoxy)-2-Benzothiazolamine,NC1=NC2=C(S1)C=C(OC(F)(F)F)C=C2
Baclofen,Approved Name,DTXSID5022641,Baclofen,NCC(CC(O)=O)C1=CC=C(Cl)C=C1
gabapentin,Approved Name,DTXSID0020074,Gabapentin,NCC1(CC(O)=O)CCCCC1
Orladeyo,Synonym,DTXSID401336676,Berotralstat,NCC1=CC(=CC=C1)N1N=C(C=C1C(=O)NC1=CC(=CC=C1F)[C@H](NCC1CC1)C1=CC=CC(=C1)C#N)C(F)(F)F
Alendronate,Expert Validated Synonym,DTXSID5022568,Alendronic Acid,NCCCC(O)(P(O)(O)=O)P(O)(O)=O
Ibuprofen Lysine,Approved Name,DTXSID201024433,Ibuprofen lysine,NCCCC[C@H](N)C(O)=O.CC(C)CC1=CC=C(C=C1)C(C)C(O)=O
LISINOPRIL,Approved Name - WARNING: Synonym mapped to two or more chemicals,DTXSID6040537,Lisinopril,NCCCC[C@H](N[C@@H](CCC1=CC=CC=C1)C(O)=O)C(=O)N1CCC[C@H]1C(O)=O
Aminocaproic acid,Approved Name,DTXSID0020070,Aminocaproic acid,NCCCCCC(O)=O
Aminophylline,Expert Validated Synonym - WARNING: Synonym mapped to two or more chemicals,DTXSID40883359,"1,2-Ethanediamine, compd. with 3,7-dihydro-1,3-dimethyl-1H-purine-2,6-dione (1:2)",NCCN.CN1C2=C(N=CN2)C(=O)N(C)C1=O.CN1C2=C(N=CN2)C(=O)N(C)C1=O
Ethamolin,Synonym from Valid Source,DTXSID8023008,Ethanolamine oleate,NCCO.CCCCCCCC\C=C/CCCCCCCC(O)=O
PROCYSBI,Synonym,DTXSID801026168,Cysteamine bitartrate,NCCS.O[C@H]([C@@H](O)C(O)=O)C(O)=O
Isoniazid,Approved Name,DTXSID8020755,Isoniazid,NNC(=O)C1=CC=NC=C1
Furosemide,Approved Name,DTXSID6020648,Furosemide,NS(=O)(=O)C1=C(Cl)C=C(NCC2=CC=CO2)C(=C1)C(O)=O
Chlorthalidone,Approved Name,DTXSID4022812,Chlorthalidone,NS(=O)(=O)C1=C(Cl)C=CC(=C1)C1(O)NC(=O)C2=CC=CC=C12
DIURIL,Synonym,DTXSID2020713,Hydrochlorothiazide,NS(=O)(=O)C1=CC2=C(NCNS2(=O)=O)C=C1Cl
Hydrochlorothiazide,Approved Name,DTXSID2020713,Hydrochlorothiazide,NS(=O)(=O)C1=CC2=C(NCNS2(=O)=O)C=C1Cl
Zonisamide,Approved Name,DTXSID9046023,Zonisamide,NS(=O)(=O)CC1=NOC2=C1C=CC=C2
Sterile Water,Synonym,DTXSID6026296,Water,O
Clorazepate Dipotassium,Synonym,DTXSID20972578,"Potassium 7-chloro-2-oxido-5-phenyl-3H-1,4-benzodiazepine-3-carboxylate--water (2/1/1)",O.[K+].[K+].[O-]C(=O)C1N=C(C2=CC=CC=C2)C2=C(C=CC(Cl)=C2)N=C1[O-]
FARXIGA,Synonym,DTXSID00914678,Dapagliflozin propanediol monohydrate,O.C[C@H](O)CO.CCOC1=CC=C(CC2=C(Cl)C=CC(=C2)[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)C=C1
PENICILLIN G PROCAINE,Integrated Source Name - WARNING: Synonym mapped to two or more chemicals,DTXSID40210207,Penicillin G procaine [USP],O.CCN(CC)CCOC(=O)C1=CC=C(N)C=C1.CC1(C)S[C@@H]2[C@H](NC(=O)CC3=CC=CC=C3)C(=O)N2[C@H]1C(O)=O
Doxycycline Hyclate,Approved Name,DTXSID4041020,Doxycycline hyclate,O.Cl.Cl.CCO.C[C@@H]1[C@H]2[C@H](O)[C@H]3[C@H](N(C)C)C(O)=C(C(N)=O)C(=O)[C@@]3(O)C(O)=C2C(=O)C2=C1C=CC=C2O.C[C@@H]1[C@H]2[C@H](O)[C@H]3[C@H](N(C)C)C(O)=C(C(N)=O)C(=O)[C@@]3(O)C(O)=C2C(=O)C2=C1C=CC=C2O
ziprasidone hydrochloride,Synonym - WARNING: Synonym mapped to two or more chemicals,DTXSID00160855,Ziprasidone hydrochloride monohydrate,O.Cl.ClC1=C(CCN2CCN(CC2)C2=NSC3=CC=CC=C23)C=C2CC(=O)NC2=C1
CYCLOPHOSPHAMIDE,Synonym - WARNING: Synonym mapped to two or more chemicals,DTXSID6024888,Cyclophosphamide monohydrate,O.ClCCN(CCCl)P1(=O)NCCCO1
CYCLOPHOSPHAMIDE,Synonym - WARNING: Synonym mapped to two or more chemicals,DTXSID6024888,Cyclophosphamide monohydrate,O.ClCCN(CCCl)P1(=O)NCCCO1
ZYPREXA Relprevv,Synonym,DTXSID50944788,Olanzapine pamoate,O.CN1CCN(CC1)C1=C2C=C(C)SC2=NC2=CC=CC=C2N1.OC(=O)C1=CC2=CC=CC=C2C(CC2=C(O)C(=CC3=CC=CC=C23)C(O)=O)=C1O
Kit for the Preparation of Technetium Tc 99m Medronate,Expert Validated Synonym,DTXSID601026655,Technetium Tc 99m medronate,O.O.[99Tc+4].[O-]P([O-])(=O)CP([O-])([O-])=O
Technetium Tc 99m Medronate,Approved Name - WARNING: Synonym mapped to two or more chemicals,DTXSID601026655,Technetium Tc 99m medronate,O.O.[99Tc+4].[O-]P([O-])(=O)CP([O-])([O-])=O
TOLMETIN SODIUM,Synonym - WARNING: Synonym mapped to two or more chemicals,DTXSID5045594,Tolmetin sodium dihydrate,O.O.[Na+].CN1C(CC([O-])=O)=CC=C1C(=O)C1=CC=C(C)C=C1
ENALAPRILAT,Synonym - WARNING: Synonym mapped to two or more chemicals,DTXSID901004963,Enalaprilat dihydrate,O.O.CC(NC(CCC1=CC=CC=C1)C(O)=O)C(=O)C1CCCN1C(O)=O
CIDOFOVIR DIHYDRATE,Approved Name,DTXSID6041002,Cidofovir dihydrate,O.O.NC1=NC(=O)N(C[C@@H](CO)OCP(O)(O)=O)C=C1
LISINOPRIL,Synonym - WARNING: Synonym mapped to two or more chemicals,DTXSID2045600,Lisinopril dihydrate,O.O.NCCCC[C@H](N[C@@H](CCC1=CC=CC=C1)C(O)=O)C(=O)N1CCC[C@H]1C(O)=O
Zinc Sulfate,Synonym - WARNING: Synonym mapped to two or more chemicals,DTXSID0040175,Zinc sulfate heptahydrate,O.O.O.O.O.O.O.[Zn++].[O-]S([O-])(=O)=O
QUINIDINE SULFATE,Synonym,DTXSID101017271,Quinidine sulfate dihydrate,O.O.OS(O)(=O)=O.[H][C@@]12CCN(C[C@]1([H])C=C)[C@]([H])(C2)[C@@H](O)C1=C2C=C(OC)C=CC2=NC=C1.[H][C@@]12CCN(C[C@]1([H])C=C)[C@]([H])(C2)[C@@H](O)C1=C2C=C(OC)C=CC2=NC=C1
Desvenlafaxine Succinate,Approved Name - WARNING: Synonym mapped to two or more chemicals,DTXSID70959511,Desvenlafaxine Succinate,O.OC(=O)CCC(O)=O.CN(C)CC(C1=CC=C(O)C=C1)C1(O)CCCCC1
Zoledronic Acid,Synonym - WARNING: Synonym mapped to two or more chemicals,DTXSID10168029,Zoledronic acid monohydrate,O.OC(CN1C=CN=C1)(P(O)(O)=O)P(O)(O)=O
Sucralfate,Synonym from Valid Source,DTXSID1048966,Sucrose octasulfate-aluminum complex,O[Al](O)[Al](O)O.O[Al](O)[Al](O)O.O[Al](O)[Al](O)O.O[Al](O)[Al](O)O.O[Al](O)OS(=O)(=O)OC[C@H]1O[C@@](COS(=O)(=O)O[Al](O)O)(O[C@H]2O[C@H](COS(=O)(=O)O[Al](O)O)[C@@H](OS(=O)(=O)O[Al](O)O)[C@H](OS(=O)(=O)O[Al](O)O)[C@H]2OS(=O)(=O)O[Al](O)O)[C@@H](OS(=O)(=O)O[Al](O)O)[C@@H]1OS(=O)(=O)O[Al](O)O
Rivastigmine Tartrate,Approved Name,DTXSID8047840,Rivastigmine tartrate,O[C@@H]([C@H](O)C(O)=O)C(O)=O.CCN(C)C(=O)OC1=CC(=CC=C1)[C@H](C)N(C)C
Neutrexin,Expert Validated Synonym,DTXSID90273968,Trimetrexate glucuronate,O[C@@H](C=O)[C@@H](O)[C@H](O)[C@H](O)C(O)=O.COC1=CC(NCC2=C(C)C3=C(N)N=C(N)N=C3C=C2)=CC(OC)=C1OC
Sunitinib malate,Approved Name,DTXSID4046492,Sunitinib malate,O[C@@H](CC(O)=O)C(O)=O.CCN(CC)CCNC(=O)C1=C(C)NC(\C=C2/C(=O)NC3=CC=C(F)C=C23)=C1C
COMETRIQ,Expert Validated Synonym - WARNING: Synonym mapped to two or more chemicals,DTXSID60915949,Cabozantinib S-malate,O[C@@H](CC(O)=O)C(O)=O.COC1=C(OC)C=C2C(OC3=CC=C(NC(=O)C4(CC4)C(=O)NC4=CC=C(F)C=C4)C=C3)=CC=NC2=C1
Ezetimibe,Approved Name,DTXSID1044223,Ezetimibe,O[C@@H](CC[C@@H]1[C@H](N(C1=O)C1=CC=C(F)C=C1)C1=CC=C(O)C=C1)C1=CC=C(F)C=C1
Levorphanol Tartrate,Approved Name,DTXSID30924987,Levorphanol tartrate,O[C@H]([C@@H](O)C(O)=O)C(O)=O.[H][C@@]12CCCC[C@@]11CCN(C)[C@@H]2CC2=C1C=C(O)C=C2
Hydrocodone Bitartrate,Approved Name,DTXSID40162277,Hydrocodone bitartrate,O[C@H]([C@@H](O)C(O)=O)C(O)=O.[H][C@@]12OC3=C(OC)C=CC4=C3[C@@]11CCN(C)[C@H](C4)[C@]1([H])CCC2=O
Phendimetrazine Tartrate,Approved Name,DTXSID70198165,Phendimetrazine tartrate,O[C@H]([C@@H](O)C(O)=O)C(O)=O.C[C@H]1[C@@H](OCCN1C)C1=CC=CC=C1
Cerdelga,Synonym - WARNING: Synonym mapped to two or more chemicals,DTXSID50239166,Eliglustat tartrate,O[C@H]([C@@H](O)C(O)=O)C(O)=O.CCCCCCCC(=O)N[C@H](CN1CCCC1)[C@H](O)C1=CC2=C(OCCO2)C=C1.CCCCCCCC(=O)N[C@H](CN1CCCC1)[C@H](O)C1=CC2=C(OCCO2)C=C1
Norepinephrine Bitartrate,Expert Validated Synonym,DTXSID50148507,(-)-Noradrenaline (+)-bitartrate,O[C@H]([C@@H](O)C(O)=O)C(O)=O.NC[C@H](O)C1=CC=C(O)C(O)=C1
ISMOTIC,Synonym,DTXSID5046196,Isosorbide,O[C@H]1CO[C@@H]2[C@H](O)CO[C@H]12
Selenious Acid,Approved Name,DTXSID9024300,Selenious acid,O[Se](O)=O
Myoview,Synonym - WARNING: Synonym mapped to two or more chemicals,DTXSID70155576,Technetium Tc 99m tetrofosmin,O=[99Tc+]=O.CCOCCP(CCOCC)CCP(CCOCC)CCOCC.CCOCCP(CCOCC)CCP(CCOCC)CCOCC
NEUROLITE,Synonym - WARNING: Synonym mapped to two or more chemicals,DTXSID001026988,Technetium Tc 99m bicisate,O=[99Tc+3].[H]N(CC[N-]C(C[S-])C(=O)OCC)C(C[S-])C(=O)OCC
PRAZIQUANTEL,Approved Name,DTXSID9021182,Praziquantel,O=C(C1CCCCC1)N1CC2N(CCC3=C2C=CC=C3)C(=O)C1
Ravicti,Synonym,DTXSID40210005,Glycerol phenylbutyrate,O=C(CCCC1=CC=CC=C1)OCC(COC(=O)CCCC1=CC=CC=C1)OC(=O)CCCC1=CC=CC=C1
cilostazol,Approved Name,DTXSID9045132,Cilostazol,O=C1CCC2=CC(OCCCCC3=NN=NN3C3CCCCC3)=CC=C2N1
Fycompa,Synonym,DTXSID80191501,Perampanel,O=C1N(C=C(C=C1C1=CC=CC=C1C#N)C1=CC=CC=N1)C1=CC=CC=C1
Thalomid,Synonym from Valid Source,DTXSID9022524,Thalidomide,O=C1N(C2CCC(=O)NC2=O)C(=O)C2=CC=CC=C12
Allopurinol,Approved Name,DTXSID4022573,Allopurinol,O=C1N=CNC2=C1C=NN2
Allopurinol,Approved Name,DTXSID4022573,Allopurinol,O=C1N=CNC2=C1C=NN2
Phenytoin,Expert Validated Synonym - WARNING: Synonym mapped to two or more chemicals,DTXSID8020541,"5,5-Diphenylhydantoin",O=C1NC(=O)C(N1)(C1=CC=CC=C1)C1=CC=CC=C1
oxaliplatin,Approved Name,DTXSID0036760,Oxaliplatin,O=C1O[Pt]2(N[C@@H]3CCCC[C@H]3N2)OC1=O
Daurismo,Synonym,DTXSID301027747,Glasdegib maleate,OC(=O)\C=C/C(O)=O.[H][C@@]1(C[C@@H](CCN1C)NC(=O)NC1=CC=C(C=C1)C#N)C1=NC2=CC=CC=C2N1
Methylergonovine Maleate,Expert Validated Synonym,DTXSID1023283,Methergine,OC(=O)\C=C/C(O)=O.[H][C@@]12CC3=CNC4=C3C(=CC=C4)C1=C[C@H](CN2C)C(=O)N[C@@H](CC)CO
Trimipramine Maleate,Synonym,DTXSID2045315,Trimipramine hydrogen maleate,OC(=O)\C=C/C(O)=O.CC(CN(C)C)CN1C2=C(CCC3=C1C=CC=C3)C=CC=C2
Zelnorm,Synonym,DTXSID50904761,Tegaserod maleate,OC(=O)\C=C/C(O)=O.CCCCCNC(=N)NN=CC1=CNC2=C1C=C(OC)C=C2
Karbinal ER,Synonym,DTXSID0047828,Carbinoxamine maleate,OC(=O)\C=C/C(O)=O.CN(C)CCOC(C1=CC=C(Cl)C=C1)C1=CC=CC=N1
Avandia,Synonym,DTXSID2023569,Rosiglitazone maleate,OC(=O)\C=C/C(O)=O.CN(CCOC1=CC=C(CC2SC(=O)NC2=O)C=C1)C1=CC=CC=N1
Fluvoxamine Maleate,Approved Name,DTXSID3042558,Fluvoxamine maleate,OC(=O)\C=C/C(O)=O.COCCCC\C(=N/OCCN)C1=CC=C(C=C1)C(F)(F)F
PROCHLORPERAZINE MALEATE,Expert Validated Synonym,DTXSID1049015,Prochlorperazine dimaleate salt,OC(=O)\C=C/C(O)=O.OC(=O)\C=C/C(O)=O.CN1CCN(CCCN2C3=C(SC4=C2C=C(Cl)C=C4)C=CC=C3)CC1
Toviaz,Synonym,DTXSID00904655,Fesoterodine fumarate,OC(=O)\C=C\C(O)=O.CC(C)N(CC[C@H](C1=CC=CC=C1)C1=C(OC(=O)C(C)C)C=CC(CO)=C1)C(C)C
Bisoprolol Fumarate,Approved Name,DTXSID1045794,Bisoprolol fumarate,OC(=O)\C=C\C(O)=O.CC(C)NCC(O)COC1=CC=C(COCCOC(C)C)C=C1.CC(C)NCC(O)COC1=CC=C(COCCOC(C)C)C=C1
TENOFOVIR DISOPROXIL FUMARATE,Approved Name,DTXSID5050426,Tenofovir disoproxil fumarate,OC(=O)\C=C\C(O)=O.CC(C)OC(=O)OCOP(=O)(CO[C@H](C)CN1C=NC2=C1N=CN=C2N)OCOC(=O)OC(C)C
MAYZENT,Synonym,DTXSID801027859,Siponimod fumaric acid,OC(=O)\C=C\C(O)=O.CCC1=C(CN2CC(C2)C(O)=O)C=CC(=C1)C(\C)=N\OCC1=CC(=C(C=C1)C1CCCCC1)C(F)(F)F
Xospata,Synonym,DTXSID001027950,Gilteritinib fumarate,OC(=O)\C=C\C(O)=O.CCC1=C(NC2CCOCC2)N=C(NC2=CC(OC)=C(C=C2)N2CCC(CC2)N2CCN(C)CC2)C(=N1)C(N)=O.CCC1=C(NC2CCOCC2)N=C(NC2=CC(OC)=C(C=C2)N2CCC(CC2)N2CCN(C)CC2)C(=N1)C(N)=O
