INPUT,FOUND_BY,DTXSID,PREFERRED_NAME,SMILES
CIPROFLOXACIN HYDROCHLORIDE,Approved Name - WARNING: Synonym mapped to two or more chemicals,DTXSID1047788,Ciprofloxacin hydrochloride,Cl.OC(=O)C1=CN(C2CC2)C2=CC(N3CCNCC3)=C(F)C=C2C1=O
ZIDOVUDINE,Expert Validated Synonym,DTXSID8020127,3'-Azido-3'-deoxythymidine,CC1=CN([C@H]2C[C@H](N=[N+]=[N-])[C@@H](CO)O2)C(=O)NC1=O
METHYLPHENIDATE HYDROCHLORIDE,Approved Name,DTXSID8020886,Methylphenidate hydrochloride,Cl.COC(=O)C(C1CCCCN1)C1=CC=CC=C1
Cholestyramine,Expert Validated Synonym,DTXSID601014553,Cholestyramine resin,N/A
ONDANSETRON,Approved Name,DTXSID8023393,Ondansetron,CN1C2=C(C3=CC=CC=C13)C(=O)C(CN1C=CN=C1C)CC2
OSELTAMIVIR PHOSPHATE,Approved Name,DTXSID0044230,Oseltamivir phosphate,OP(O)(O)=O.CCOC(=O)C1=C[C@@H](OC(CC)CC)[C@H](NC(C)=O)[C@@H](N)C1
ENTACAPONE,Approved Name,DTXSID5046439,Entacapone,CCN(CC)C(=O)C(=C\C1=CC(=C(O)C(O)=C1)[N+]([O-])=O)\C#N
RIBAVIRIN,Approved Name,DTXSID8023557,Ribavirin,NC(=O)C1=NN(C=N1)[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O
MECAMYLAMINE HYDROCHLORIDE,Expert Validated Synonym,DTXSID70896795,"N,2,3,3-Tetramethyl-2-norbornanamine hydrochloride",Cl.CNC1(C)C2CCC(C2)C1(C)C
LANTHANUM CARBONATE,Searched by Synonym: Found 0 results,N/A,N/A,N/A
ATORVASTATIN CALCIUM TRIHYDRATE,Approved Name,DTXSID50110042,Atorvastatin calcium trihydrate,O.O.O.[Ca++].CC(C)C1=C(C(=O)NC2=CC=CC=C2)C(=C(N1CC[C@@H](O)C[C@@H](O)CC([O-])=O)C1=CC=C(F)C=C1)C1=CC=CC=C1.CC(C)C1=C(C(=O)NC2=CC=CC=C2)C(=C(N1CC[C@@H](O)C[C@@H](O)CC([O-])=O)C1=CC=C(F)C=C1)C1=CC=CC=C1
ZONISAMIDE,Approved Name,DTXSID9046023,Zonisamide,NS(=O)(=O)CC1=NOC2=C1C=CC=C2
LEVETIRACETAM,Approved Name,DTXSID9023207,Levetiracetam,CC[C@H](N1CCCC1=O)C(N)=O
PROTRIPTYLINE HYDROCHLORIDE,Approved Name,DTXSID8046951,Protriptyline hydrochloride,Cl.CNCCCC1C2=C(C=CC=C2)C=CC2=C1C=CC=C2
BENZPHETAMINE HYDROCHLORIDE,Approved Name,DTXSID6074837,Benzphetamine hydrochloride,Cl.C[C@@H](CC1=CC=CC=C1)N(C)CC1=CC=CC=C1
NATEGLINIDE,Approved Name,DTXSID9040687,Nateglinide,CC(C)[C@H]1CC[C@@H](CC1)C(=O)N[C@H](CC1=CC=CC=C1)C(O)=O
PHENYTOIN SODIUM,Expert Validated Synonym,DTXSID2023775,Diphenylhydantoin sodium,[Na+].O=C1NC(C(=O)[N-]1)(C1=CC=CC=C1)C1=CC=CC=C1
ROSUVASTATIN,Approved Name,DTXSID8048492,Rosuvastatin,CC(C)C1=C(\C=C\[C@@H](O)C[C@@H](O)CC(O)=O)C(=NC(=N1)N(C)S(C)(=O)=O)C1=CC=C(F)C=C1
ELETRIPTAN HYDROBROMIDE MONOHYDRATE,Searched by Synonym: Found 0 results,N/A,N/A,N/A
SULFASALAZINE,Approved Name,DTXSID0021256,Sulfasalazine,OC(=O)C1=CC(=CC=C1O)N=NC1=CC=C(C=C1)S(=O)(=O)NC1=NC=CC=C1
DOXEPIN HYDROCHLORIDE,Approved Name,DTXSID8045145,Doxepin hydrochloride,Cl.CN(C)CC\C=C1/C2=C(COC3=C1C=CC=C3)C=CC=C2
LOSARTAN POTASSIUM,Approved Name,DTXSID3044209,Losartan potassium,[K+].CCCCC1=NC(Cl)=C(CO)N1CC1=CC=C(C=C1)C1=CC=CC=C1C1=NN=N[N-]1
DONEPEZIL HYDROCHLORIDE,Approved Name,DTXSID0046698,Donepezil hydrochloride,Cl.COC1=C(OC)C=C2C(=O)C(CC3CCN(CC4=CC=CC=C4)CC3)CC2=C1
PRAVASTATIN SODIUM,Approved Name,DTXSID6047525,Pravastatin sodium,[Na+].CC[C@H](C)C(=O)O[C@H]1C[C@H](O)C=C2C=C[C@H](C)[C@H](CC[C@@H](O)C[C@@H](O)CC([O-])=O)[C@@H]12
SILDENAFIL,Approved Name,DTXSID6023579,Sildenafil,CCCC1=NN(C)C2=C1N=C(NC2=O)C1=CC(=CC=C1OCC)S(=O)(=O)N1CCN(C)CC1
RABEPRAZOLE SODIUM,Approved Name,DTXSID3044205,Rabeprazole sodium,[Na+].COCCCOC1=CC=NC(CS(=O)C2=NC3=C([N-]2)C=CC=C3)=C1C
METHOTREXATE SODIUM,Expert Validated Synonym,DTXSID10872452,Sodium L-(+)-methotrexate,N/A
PAROXETINE HYDROCHLORIDE ANHYDROUS,Searched by Synonym: Found 0 results,N/A,N/A,N/A
PRAMIPEXOLE DIHYDROCHLORIDE,Approved Name,DTXSID90146623,Pramipexole dihydrochloride,Cl.Cl.CCCN[C@H]1CCC2=C(C1)SC(N)=N2
URSADIOL,Approved Name,DTXSID00190819,Ursadiol,CC1(C)CC[C@]2(C)[C@@H](O)C[C@]3(C)C(CC[C@@H]4[C@@]5(C)CC[C@H](O)C(C)(C)[C@@H]5CC[C@@]34C)=C2C1
"ESTROGENS, ESTERIFIED",Synonym,DTXSID0020573,17beta-Estradiol,[H][C@@]12CC[C@H](O)[C@@]1(C)CC[C@]1([H])C3=CC=C(O)C=C3CC[C@@]21[H]
ESTAZOLAM,Approved Name,DTXSID5020572,Estazolam,ClC1=CC=C2N3C=NN=C3CN=C(C3=CC=CC=C3)C2=C1
ESOMEPRAZOLE MAGNESIUM DIHYDRATE,Expert Validated Synonym,DTXSID90944323,"Magnesium;5-methoxy-2-[(S)-(4-methoxy-3,5-dimethylpyridin-2-yl)methylsulfinyl]benzimidazol-1-ide;dihydrate",O.O.[Mg++].COC1=CC2=C([N-]C(=N2)S(=O)CC2=NC=C(C)C(OC)=C2C)C=C1.COC1=CC2=C([N-]C(=N2)S(=O)CC2=NC=C(C)C(OC)=C2C)C=C1
MEFENAMIC ACID,Approved Name,DTXSID5023243,Mefenamic acid,CC1=C(C)C(NC2=C(C=CC=C2)C(O)=O)=CC=C1
PROPAFENONE HYDROCHLORIDE,Synonym,DTXSID101017233,1-(2-(2-Hydroxy-3-(propylamino)propoxy)phenyl)-3-phenylpropan-1-one hydrochloride,Cl.CCCNCC(O)COC1=CC=CC=C1C(=O)CCC1=CC=CC=C1
CARBAMAZEPINE,Approved Name,DTXSID4022731,Carbamazepine,NC(=O)N1C2=CC=CC=C2C=CC2=C1C=CC=C2
QUINAPRIL HYDROCHLORIDE,Approved Name,DTXSID3021221,Quinapril hydrochloride,Cl.CCOC(=O)[C@H](CCC1=CC=CC=C1)N[C@@H](C)C(=O)N1CC2=C(C[C@H]1C(O)=O)C=CC=C2
GRISEOFULVIN,Approved Name,DTXSID8020674,Griseofulvin,COC1=CC(OC)=C(Cl)C2=C1C(=O)[C@]1(O2)[C@H](C)CC(=O)C=C1OC
MIFEPRISTONE,Approved Name,DTXSID5023322,Mifepristone,[H][C@@]12CC[C@@](O)(C#CC)[C@@]1(C)C[C@]([H])(C1=CC=C(C=C1)N(C)C)C1=C3CCC(=O)C=C3CC[C@@]21[H]
GUANFACINE,Approved Name,DTXSID9046944,Guanfacine,NC(=N)NC(=O)CC1=C(Cl)C=CC=C1Cl
ITRACONAZOLE,Approved Name,DTXSID3023180,Itraconazole,CCC(C)N1N=CN(C1=O)C1=CC=C(C=C1)N1CCN(CC1)C1=CC=C(OC[C@H]2CO[C@@](CN3C=NC=N3)(O2)C2=C(Cl)C=C(Cl)C=C2)C=C1
ANASTROZOLE,Approved Name,DTXSID9022607,Anastrozole,CC(C)(C#N)C1=CC(=CC(CN2C=NC=N2)=C1)C(C)(C)C#N
CYPROHEPTADINE,Approved Name,DTXSID8022872,Cyproheptadine,CN1CCC(CC1)=C1C2=C(C=CC=C2)C=CC2=C1C=CC=C2
ALENDRONATE SODIUM,Approved Name,DTXSID7047801,Alendronate sodium,O.O.O.[Na+].NCCCC(O)(P(O)(O)=O)P(O)([O-])=O
CEFPODOXIME PROXETIL,Approved Name,DTXSID1022766,Cefpodoxime proxetil,COCC1=C(N2[C@H](SC1)[C@H](NC(=O)C(=N/OC)\C1=CSC(N)=N1)C2=O)C(=O)OC(C)OC(=O)OC(C)C
LAMIVUDINE,Approved Name,DTXSID7023194,Lamivudine,NC1=NC(=O)N(C=C1)[C@@H]1CS[C@H](CO)O1
QUETIAPINE FUMARATE,Approved Name - WARNING: Synonym mapped to two or more chemicals,DTXSID3044201,Quetiapine fumarate,OC(=O)\C=C\C(O)=O.OCCOCCN1CCN(CC1)C1=NC2=CC=CC=C2SC2=C1C=CC=C2.OCCOCCN1CCN(CC1)C1=NC2=CC=CC=C2SC2=C1C=CC=C2
QUETIAPINE FUMARATE,Synonym - WARNING: Synonym mapped to two or more chemicals,DTXSID9023546,Quetiapine,OCCOCCN1CCN(CC1)C1=NC2=C(SC3=C1C=CC=C3)C=CC=C2
FEXOFENADINE HYDROCHLORIDE,Approved Name,DTXSID5048716,Fexofenadine hydrochloride,Cl.CC(C)(C(O)=O)C1=CC=C(C=C1)C(O)CCCN1CCC(CC1)C(O)(C1=CC=CC=C1)C1=CC=CC=C1
CLOBAZAM,Approved Name,DTXSID2046759,Clobazam,CN1C2=CC=C(Cl)C=C2N(C2=CC=CC=C2)C(=O)CC1=O
ETODOLAC,Approved Name,DTXSID9020615,Etodolac,CCC1=CC=CC2=C1NC1=C2CCOC1(CC)CC(O)=O
CLOMIPRAMINE HYDROCHLORIDE,Approved Name,DTXSID3042633,Clomipramine hydrochloride,Cl.CN(C)CCCN1C2=C(CCC3=C1C=C(Cl)C=C3)C=CC=C2
PYRAZINAMIDE,Approved Name,DTXSID9021215,Pyrazinamide,NC(=O)C1=NC=CN=C1
ZOLMITRIPTAN,Approved Name,DTXSID8045933,Zolmitriptan,CN(C)CCC1=CNC2=C1C=C(C[C@H]1COC(=O)N1)C=C2
ALOSETRON HYDROCHLORIDE,Approved Name,DTXSID8044208,Alosetron hydrochloride,Cl.CN1C2=C(C3=CC=CC=C13)C(=O)N(CC1=C(C)N=CN1)CC2
DEFERIPRONE,Approved Name,DTXSID6040666,Deferiprone,CN1C=CC(=O)C(O)=C1C
SODIUM IODIDE I-131,Searched by Synonym: Found 0 results,N/A,N/A,N/A
SODIUM IODIDE I-123,Searched by Synonym: Found 0 results,N/A,N/A,N/A
DEMECLOCYCLINE HYDROCHLORIDE,Approved Name,DTXSID0045252,Demeclocycline hydrochloride,Cl.[H][C@]12C[C@@]3([H])[C@H](N(C)C)C(O)=C(C(N)=O)C(=O)[C@@]3(O)C(O)=C1C(=O)C1=C(O)C=CC(Cl)=C1[C@H]2O
CEFADROXIL,Approved Name,DTXSID8022749,Cefadroxil,[H][C@]12SCC(C)=C(N1C(=O)[C@H]2NC(=O)[C@H](N)C1=CC=C(O)C=C1)C(O)=O
NEFAZODONE HYDROCHLORIDE,Approved Name,DTXSID8046088,Nefazodone hydrochloride,Cl.CCC1=NN(CCCN2CCN(CC2)C2=CC(Cl)=CC=C2)C(=O)N1CCOC1=CC=CC=C1
SPIRONOLACTONE,Approved Name,DTXSID6034186,Spironolactone,[H][C@@]12CC[C@@]3(CCC(=O)O3)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])[C@@H](CC2=CC(=O)CC[C@]12C)SC(C)=O
AMITRIPTYLINE HYDROCHLORIDE,Approved Name,DTXSID9033187,Amitriptyline hydrochloride,Cl.CN(C)CCC=C1C2=C(CCC3=C1C=CC=C3)C=CC=C2
TRIMIPRAMINE MALEATE,Synonym,DTXSID2045315,Trimipramine hydrogen maleate,OC(=O)\C=C/C(O)=O.CC(CN(C)C)CN1C2=C(CCC3=C1C=CC=C3)C=CC=C2
niacin,Expert Validated Synonym,DTXSID1020932,Nicotinic acid,OC(=O)C1=CC=CN=C1
TOREMIFENE CITRATE,Approved Name,DTXSID2021367,Toremifene citrate,OC(=O)CC(O)(CC(O)=O)C(O)=O.CN(C)CCOC1=CC=C(C=C1)C(=C(\CCCl)C1=CC=CC=C1)\C1=CC=CC=C1
METHADONE HYDROCHLORIDE,Approved Name,DTXSID2020501,Methadone hydrochloride,Cl.CCC(=O)C(CC(C)N(C)C)(C1=CC=CC=C1)C1=CC=CC=C1
TOLVAPTAN,Approved Name,DTXSID3048780,Tolvaptan,CC1=CC=CC=C1C(=O)NC1=CC=C(C(=O)N2CCCC(O)C3=C2C=CC(Cl)=C3)C(C)=C1
CARISOPRODOL,Approved Name,DTXSID8024733,Carisoprodol,CCCC(C)(COC(N)=O)COC(=O)NC(C)C
ZIPRASIDONE HYDROCHLORIDE,Approved Name - WARNING: Synonym mapped to two or more chemicals,DTXSID00153762,Ziprasidone hydrochloride,Cl.ClC1=C(CCN2CCN(CC2)C2=NSC3=CC=CC=C23)C=C2CC(=O)NC2=C1
ZIPRASIDONE HYDROCHLORIDE,Synonym - WARNING: Synonym mapped to two or more chemicals,DTXSID00160855,Ziprasidone hydrochloride monohydrate,O.Cl.ClC1=C(CCN2CCN(CC2)C2=NSC3=CC=CC=C23)C=C2CC(=O)NC2=C1
ZIPRASIDONE HYDROCHLORIDE,Synonym - WARNING: Synonym mapped to two or more chemicals,DTXSID4023753,Ziprasidone,ClC1=C(CCN2CCN(CC2)C2=NSC3=CC=CC=C23)C=C2CC(=O)NC2=C1
BUSPIRONE HYDROCHLORIDE,Approved Name,DTXSID1037193,Buspirone hydrochloride,Cl.O=C1CC2(CCCC2)CC(=O)N1CCCCN1CCN(CC1)C1=NC=CC=N1
DESIPRAMINE HYDROCHLORIDE,Approved Name,DTXSID9046942,Desipramine hydrochloride,Cl.CNCCCN1C2=C(CCC3=C1C=CC=C3)C=CC=C2
BALSALAZIDE DISODIUM,Searched by Synonym: Found 0 results,N/A,N/A,N/A
RIFABUTIN,Approved Name,DTXSID0033960,Rifabutin,CO[C@H]1\C=C\O[C@@]2(C)OC3=C(C2=O)C2=C(C(O)=C3C)C(=O)C(NC(=O)\C(C)=C/C=C/[C@H](C)[C@H](O)[C@@H](C)[C@@H](O)[C@@H](C)[C@H](OC(C)=O)[C@@H]1C)=C1NC3(CCN(CC(C)C)CC3)N=C21
TRANDOLAPRIL,Approved Name,DTXSID2023692,Trandolapril,[H][C@@]12C[C@H](N(C(=O)[C@H](C)N[C@@H](CCC3=CC=CC=C3)C(=O)OCC)[C@@]1([H])CCCC2)C(O)=O
METAXALONE,Approved Name,DTXSID3023269,Metaxalone,CC1=CC(OCC2CNC(=O)O2)=CC(C)=C1
APREPITANT,Approved Name,DTXSID3049047,Aprepitant,[H][C@](C)(O[C@@]1([H])OCCN(CC2=NC(=O)NN2)[C@@]1([H])C1=CC=C(F)C=C1)C1=CC(=CC(=C1)C(F)(F)F)C(F)(F)F
CINACALCET HYDROCHLORIDE,Approved Name,DTXSID3046792,Cinacalcet hydrochloride,Cl.C[C@@H](NCCCC1=CC=CC(=C1)C(F)(F)F)C1=CC=CC2=CC=CC=C12
TRIAZOLAM,Approved Name,DTXSID6046763,Triazolam,CC1=NN=C2CN=C(C3=C(Cl)C=CC=C3)C3=C(C=CC(Cl)=C3)N12
PIMOZIDE,Synonym,DTXSID8023474,"1-(1-(4,4-bis(4-fluorophenyl)butyl)-4-piperidinyl)-1,3-dihydro-2H-Benzimidazol-2-one",FC1=CC=C(C=C1)C(CCCN1CCC(CC1)N1C(=O)NC2=C1C=CC=C2)C1=CC=C(F)C=C1
LABETALOL HYDROCHLORIDE,Approved Name,DTXSID0044654,Labetalol hydrochloride,Cl.CC(CCC1=CC=CC=C1)NCC(O)C1=CC(C(N)=O)=C(O)C=C1
TROSPIUM CHLORIDE,Approved Name,DTXSID7023724,Trospium chloride,[Cl-].[H][C@]12CC[C@]([H])(C[C@@H](C1)OC(=O)C(O)(C1=CC=CC=C1)C1=CC=CC=C1)[N+]21CCCC1
MOLINDONE HYDROCHLORIDE,Synonym,DTXSID5045417,"Indol-4(5H)-one, 3-ethyl-6,7-dihydro-2-methyl-5-(morpholinomethyl)-, monohydrochloride",Cl.CCC1=C(C)NC2=C1C(=O)C(CN1CCOCC1)CC2
CLOMIPHENE CITRATE,Expert Validated Synonym,DTXSID8020337,Clomiphene citrate (1:1),OC(=O)CC(O)(CC(O)=O)C(O)=O.CCN(CC)CCOC1=CC=C(C=C1)C(=C(Cl)C1=CC=CC=C1)C1=CC=CC=C1
DOXYCYCLINE HYCLATE,Approved Name,DTXSID4041020,Doxycycline hyclate,O.Cl.Cl.CCO.C[C@@H]1[C@H]2[C@H](O)[C@H]3[C@H](N(C)C)C(O)=C(C(N)=O)C(=O)[C@@]3(O)C(O)=C2C(=O)C2=C1C=CC=C2O.C[C@@H]1[C@H]2[C@H](O)[C@H]3[C@H](N(C)C)C(O)=C(C(N)=O)C(=O)[C@@]3(O)C(O)=C2C(=O)C2=C1C=CC=C2O
DIETHYLPROPION HYDROCHLORIDE,Approved Name,DTXSID4047838,Diethylpropion hydrochloride,Cl.CCN(CC)C(C)C(=O)C1=CC=CC=C1
PERINDOPRIL ERBUMINE,Approved Name,DTXSID1044198,Perindopril erbumine,CC(C)(C)N.CCC[C@H](N[C@@H](C)C(=O)N1[C@H]2CCCC[C@H]2C[C@H]1C(O)=O)C(=O)OCC
CLEMASTINE FUMARATE,Approved Name,DTXSID6047785,Clemastine fumarate,OC(=O)\C=C\C(O)=O.CN1CCC[C@@H]1CCO[C@](C)(C1=CC=CC=C1)C1=CC=C(Cl)C=C1
SULINDAC,Approved Name,DTXSID4023624,Sulindac,CC1=C(CC(O)=O)C2=C(C=CC(F)=C2)\C1=C/C1=CC=C(C=C1)S(C)=O
DEXMETHYLPHENIDATE HYDROCHLORIDE,Searched by Synonym: Found 0 results,N/A,N/A,N/A
PENICILLIN V POTASSIUM,Synonym,DTXSID7021102,Penicillin VK,[K+].CC1(C)S[C@@H]2[C@H](NC(=O)COC3=CC=CC=C3)C(=O)N2[C@H]1C([O-])=O
METRONIDAZOLE,Approved Name,DTXSID2020892,Metronidazole,CC1=NC=C(N1CCO)[N+]([O-])=O
PIROXICAM,Approved Name,DTXSID5021170,Piroxicam,CN1C(C(=O)NC2=NC=CC=C2)=C(O)C2=C(C=CC=C2)S1(=O)=O
PRIMIDONE,Approved Name,DTXSID7023510,Primidone,CCC1(C(=O)NCNC1=O)C1=CC=CC=C1
METHOCARBAMOL,Approved Name,DTXSID6023286,Methocarbamol,COC1=CC=CC=C1OCC(O)COC(N)=O
TAMSULOSIN HYDROCHLORIDE,Approved Name,DTXSID2046628,Tamsulosin hydrochloride,Cl.CCOC1=C(OCCN[C@H](C)CC2=CC(=C(OC)C=C2)S(N)(=O)=O)C=CC=C1
NARATRIPTAN HYDROCHLORIDE,Approved Name,DTXSID6049064,Naratriptan hydrochloride,Cl.CNS(=O)(=O)CCC1=CC2=C(NC=C2C2CCN(C)CC2)C=C1
FEBUXOSTAT,Approved Name,DTXSID8048650,Febuxostat,CC(C)COC1=CC=C(C=C1C#N)C1=NC(C)=C(S1)C(O)=O
CYCLOBENZAPRINE HYDROCHLORIDE,Approved Name,DTXSID2045105,Cyclobenzaprine hydrochloride,Cl.CN(C)CCC=C1C2=C(C=CC=C2)C=CC2=C1C=CC=C2
MIGLITOL,Approved Name,DTXSID0023323,Miglitol,OCCN1C[C@H](O)[C@@H](O)[C@H](O)[C@H]1CO
SULFADIAZINE,Approved Name,DTXSID7044130,Sulfadiazine,NC1=CC=C(C=C1)S(=O)(=O)NC1=NC=CC=N1
LANSOPRAZOLE,Approved Name,DTXSID4023200,Lansoprazole,CC1=C(CS(=O)C2=NC3=CC=CC=C3N2)N=CC=C1OCC(F)(F)F
CARVEDILOL,Approved Name,DTXSID8022747,Carvedilol,COC1=C(OCCNCC(O)COC2=CC=CC3=C2C2=C(N3)C=CC=C2)C=CC=C1
PHENTERMINE HYDROCHLORIDE,Synonym,DTXSID20152550,Phentermine hydrochloride [USP],Cl.CC(C)(N)CC1=CC=CC=C1
HYDROCHLOROTHIAZIDE,Approved Name,DTXSID2020713,Hydrochlorothiazide,NS(=O)(=O)C1=CC2=C(NCNS2(=O)=O)C=C1Cl
THEOPHYLLINE ANHYDROUS,Synonym from Valid Source,DTXSID5021336,Theophylline,CN1C2=C(NC=N2)C(=O)N(C)C1=O
TOPIRAMATE,Approved Name,DTXSID8023688,Topiramate,CC1(C)O[C@@H]2CO[C@@]3(COS(N)(=O)=O)OC(C)(C)O[C@H]3[C@@H]2O1
CHENODIOL,Synonym from Valid Source,DTXSID2020260,Chenodeoxycholic acid,C[C@H](CCC(O)=O)[C@H]1CC[C@H]2[C@@H]3[C@H](O)C[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3CC[C@]12C
MISOPROSTOL,Approved Name,DTXSID7020897,Misoprostol,CCCCC(C)(O)C\C=C\[C@H]1[C@H](O)CC(=O)[C@@H]1CCCCCCC(=O)OC
CITALOPRAM,Approved Name,DTXSID8022826,Citalopram,CN(C)CCCC1(OCC2=CC(=CC=C12)C#N)C1=CC=C(F)C=C1
ETRAVIRINE,Approved Name,DTXSID30181412,Etravirine,CC1=CC(=CC(C)=C1OC1=NC(NC2=CC=C(C=C2)C#N)=NC(N)=C1Br)C#N
CLOPIDOGREL BISULFATE,Approved Name,DTXSID601016080,Clopidogrel bisulfate,OS(O)(=O)=O.COC(=O)[C@@H](N1CCC2=C(C1)C=CS2)C1=CC=CC=C1Cl
NEOMYCIN SULFATE,Approved Name,DTXSID4041074,Neomycin sulfate,N/A
LEVORPHANOL TARTRATE,Approved Name,DTXSID30924987,Levorphanol tartrate,O[C@H]([C@@H](O)C(O)=O)C(O)=O.[H][C@@]12CCCC[C@@]11CCN(C)[C@@H]2CC2=C1C=C(O)C=C2
TINIDAZOLE,Approved Name,DTXSID4023676,Tinidazole,CCS(=O)(=O)CCN1C(C)=NC=C1[N+]([O-])=O
TOLMETIN SODIUM,Synonym - WARNING: Synonym mapped to two or more chemicals,DTXSID2091546,Tolmetin sodium salt,[Na+].CN1C(CC([O-])=O)=CC=C1C(=O)C1=CC=C(C)C=C1
TOLMETIN SODIUM,Synonym - WARNING: Synonym mapped to two or more chemicals,DTXSID5045594,Tolmetin sodium dihydrate,O.O.[Na+].CN1C(CC([O-])=O)=CC=C1C(=O)C1=CC=C(C)C=C1
TERBINAFINE HYDROCHLORIDE,Approved Name,DTXSID90229223,Terbinafine hydrochloride,Cl.CN(C\C=C\C#CC(C)(C)C)CC1=CC=CC2=C1C=CC=C2
NORTRIPTYLINE HYDROCHLORIDE,Approved Name,DTXSID2045109,Nortriptyline hydrochloride,Cl.CNCCC=C1C2=C(CCC3=C1C=CC=C3)C=CC=C2
MINOCYCLINE HYDROCHLORIDE,Approved Name,DTXSID8044545,Minocycline hydrochloride,Cl.CN(C)[C@H]1[C@@H]2C[C@@H]3CC4=C(C(O)=CC=C4N(C)C)C(=O)C3=C(O)[C@]2(O)C(=O)C(C(N)=O)=C1O
MOLNUPIRAVIR,Approved Name,DTXSID501028058,Molnupiravir,CC(C)C(=O)OC[C@H]1O[C@H]([C@H](O)[C@@H]1O)N1C=C\C(NC1=O)=N\O
secobarbital sodium,Searched by Synonym: Found 0 results,N/A,N/A,N/A
isosorbide,Approved Name,DTXSID5046196,Isosorbide,O[C@H]1CO[C@@H]2[C@H](O)CO[C@H]12
sotalol,Approved Name,DTXSID0023589,Sotalol,CC(C)NCC(O)C1=CC=C(NS(C)(=O)=O)C=C1
lomefloxacin hydrochloride,Approved Name,DTXSID2045527,Lomefloxacin hydrochloride,Cl.CCN1C=C(C(O)=O)C(=O)C2=C1C(F)=C(N1CCNC(C)C1)C(F)=C2
tolazamide,Approved Name,DTXSID3021358,Tolazamide,CC1=CC=C(C=C1)S(=O)(=O)NC(=O)NN1CCCCCC1
Oxytetracycline Hydrochloride,Approved Name,DTXSID5021097,Oxytetracycline hydrochloride,Cl.CN(C)[C@H]1[C@@H]2[C@@H](O)[C@H]3C(=C(O)[C@]2(O)C(=O)C(C(N)=O)=C1O)C(=O)C1=C(C=CC=C1O)[C@@]3(C)O
polythiazide,Approved Name,DTXSID6025939,Polythiazide,CN1C(CSCC(F)(F)F)NC2=C(C=C(C(Cl)=C2)S(N)(=O)=O)S1(=O)=O
pergolide,Approved Name,DTXSID2023438,Pergolide,CCCN1C[C@H](CSC)C[C@H]2[C@H]1CC1=CNC3=CC=CC2=C13
LAROTRECTINIB,Approved Name,DTXSID101020707,Larotrectinib,O[C@H]1CCN(C1)C(=O)NC1=C2N=C(C=CN2N=C1)N1CCC[C@@H]1C1=C(F)C=CC(F)=C1
SODIUM POLYSTYRENE SULFONATE,Synonym from Valid Source - WARNING: Synonym mapped to two or more chemicals,DTXSID0057598,"Benzenesulfonic acid, ethenyl-, homopolymer, sodium salt",N/A
SODIUM POLYSTYRENE SULFONATE,Approved Name - WARNING: Synonym mapped to two or more chemicals,DTXSID201036054,Sodium polystyrene sulfonate,N/A
METHYLNALTREXONE BROMIDE,Expert Validated Synonym,DTXSID30868236,Naltrexone methobromide,[Br-].[H][C@@]12OC3=C(O)C=CC4=C3[C@@]11CC[N+](C)(CC3CC3)[C@H](C4)[C@]1(O)CCC2=O
ESZOPICLONE,Approved Name,DTXSID8046086,Eszopiclone,CN1CCN(CC1)C(=O)O[C@@H]1N(C(=O)C2=NC=CN=C12)C1=NC=C(Cl)C=C1
VASOPRESSIN,Approved Name - WARNING: Synonym mapped to two or more chemicals,DTXSID201018727,Vasopressin,N/A
VASOPRESSIN,Integrated Source Name - WARNING: Synonym mapped to two or more chemicals,DTXSID4040925,Vasotocin,N/A
NALOXONE HYDROCHLORIDE,Approved Name,DTXSID70957097,Naloxone hydrochloride,Cl.[H][C@@]12OC3=C(O)C=CC4=C3[C@@]11CCN(CC=C)[C@H](C4)[C@]1(O)CCC2=O
PHYTONADIONE,Approved Name,DTXSID8023472,Phytonadione,CC(C)CCC[C@@H](C)CCC[C@@H](C)CCC\C(C)=C\CC1=C(C)C(=O)C2=C(C=CC=C2)C1=O
ALCOHOL,Synonym from Valid Source,DTXSID9020584,Ethanol,CCO
PROCHLORPERAZINE,Approved Name,DTXSID7023514,Prochlorperazine,CN1CCN(CCCN2C3=CC=CC=C3SC3=C2C=C(Cl)C=C3)CC1
CETRORELIX ACETATE,Approved Name,DTXSID701020705,Cetrorelix acetate,CC(O)=O.CC(C)C[C@H](NC(=O)[C@@H](CCCNC(N)=O)NC(=O)[C@H](CC1=CC=C(O)C=C1)NC(=O)[C@H](CO)NC(=O)[C@@H](CC1=CN=CC=C1)NC(=O)[C@@H](CC1=CC=C(Cl)C=C1)NC(=O)[C@@H](CC1=CC2=C(C=CC=C2)C=C1)NC(C)=O)C(=O)N[C@@H](CCCNC(N)=N)C(=O)N1CCC[C@H]1C(=O)N[C@H](C)C(N)=O
INCLISIRAN SODIUM,Searched by Synonym: Found 0 results,N/A,N/A,N/A
Pegcetacoplan,Searched by Synonym: Found 0 results,N/A,N/A,N/A
