Trade Name,Generic/Proper Name(s),Active Ingredient(s),SMILES,DICT _ Concern
cefixime,cefixime,cefixime,NC1=NC(=CS1)C(=N\OCC(O)=O)\C(=O)N[C@H]1[C@H]2SCC(C=C)=C(N2C1=O)C(O)=O,no
acyclovir,acyclovir,acyclovir,NC1=NC(=O)C2=C(N1)N(COCCO)C=N2,no
folic acid,folic acid,folic acid,NC1=NC(=O)C2=C(N1)N=CC(CNC1=CC=C(C=C1)C(=O)N[C@@H](CCC(O)=O)C(O)=O)=N2,no
khapzory,levoleucovorin,levoleucovorin disodium,NC1=NC(=O)C2=C(NC[C@H](CNC3=CC=C(C=C3)C(=O)N[C@@H](CCC(O)=O)C(O)=O)N2C=O)N1,no
pemfexy,pemetrexed,pemetrexed monohydrate,NC1=NC(=O)C2=C(NC=C2CCC2=CC=C(C=C2)C(=O)N[C@@H](CCC(O)=O)C(O)=O)N1,less
cidofovir dihydrate,cidofovir dihydrate,cidofovir,NC1=NC(=O)N(C[C@@H](CO)OCP(O)(O)=O)C=C1,less
lamivudine,lamivudine,lamivudine,NC1=NC(=O)N(C=C1)[C@@H]1CS[C@H](CO)O1,no
cytarabine,cytarabine,cytarabine,NC1=NC(=O)N(C=C1)[C@@H]1O[C@H](CO)[C@@H](O)[C@@H]1O,less
gemcitabine,gemcitabine,gemcitabine,NC1=NC(=O)N(C=C1)[C@@H]1O[C@H](CO)[C@@H](O)C1(F)F,less
emtricitabine,emtricitabine,emtricitabine,NC1=NC(=O)N(C=C1F)[C@@H]1CS[C@H](CO)O1,no
azacitidine,azacitidine,azacitidine,NC1=NC(=O)N(C=N1)[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,less
decitabine,decitabine,decitabine,NC1=NC(=O)N(C=N1)[C@H]1C[C@H](O)[C@@H](CO)O1,less
mavenclad,cladribine,cladribine,NC1=NC(Cl)=NC2=C1N=CN2[C@H]1C[C@H](O)[C@@H](CO)O1,most
fludarabine phosphate,fludarabine phosphate,fludarabine phosphate,NC1=NC(F)=NC2=C1N=CN2[C@@H]1O[C@H](COP(O)(O)=O)[C@@H](O)[C@@H]1O,less
lamotrigine,lamotrigine,lamotrigine,NC1=NC(N)=C(N=N1)C1=CC=CC(Cl)=C1Cl,less
triamterene,triamterene capsules,triamterene,NC1=NC(N)=C2N=C(C(N)=NC2=N1)C1=CC=CC=C1,no
folotyn,pralatrexate,pralatrexate,NC1=NC(N)=C2N=C(CC(CC#C)C3=CC=C(C=C3)C(=O)N[C@@H](CCC(O)=O)C(O)=O)C=NC2=N1,less
imbruvica,ibrutinib,ibrutinib,NC1=NC=NC2=C1C(=NN2[C@@H]1CCCN(C1)C(=O)C=C)C1=CC=C(OC2=CC=CC=C2)C=C1,most
adenosine,adenosine,adenosine,NC1=NC=NC2=C1N=CN2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,most
entecavir,entecavir,entecavir,NC1=NC2=C(N=CN2[C@H]2C[C@H](O)[C@@H](CO)C2=C)C(=O)N1,no
entecavir,entecavir,entecavir anhydrous,NC1=NC2=C(N=CN2[C@H]2C[C@H](O)[C@@H](CO)C2=C)C(=O)N1,no
tabloid,thioguanine,thioguanine,NC1=NC2=C(NC=N2)C(=S)N1,no
riluzole,riluzole,riluzole,NC1=NC2=C(S1)C=C(OC(F)(F)F)C=C2,less
gocovri,amantadine,amantadine,NC12CC3CC(CC(C3)C1)C2,less
baclofen,baclofen,baclofen,NCC(CC(O)=O)C1=CC=C(Cl)C=C1,less
gabapentin,gabapentin,gabapentin,NCC1(CC(O)=O)CCCCC1,ambiguous
ibuprofen lysine,ibuprofen lysine,ibuprofen lysine,NCCCC[C@H](N)C(O)=O.CC(C)CC1=CC=C(C=C1)C(C)C(O)=O,less
aminocaproic acid,aminocaproic acid,aminocaproic acid,NCCCCCC(O)=O,less
ethyol,amifostine,amifostine,NCCCNCCSP(O)(O)=O,most
promacta,eltrombopag olamine,eltrombopag olamine,NCCO.NCCO.NCCO.NCCO.CC1=NN(C(=O)\C1=N/NC1=C(O)C(=CC=C1)C1=CC=CC(=C1)C(O)=O)C1=CC=C(C)C(C)=C1,no
procysbi,cysteamine bitartrate,cysteamine bitartrate,NCCS.O[C@H]([C@@H](O)C(O)=O)C(O)=O,ambiguous
isoniazid,isoniazid,isoniazid,NNC(=O)C1=CC=NC=C1,no
furosemide,furosemide,furosemide,NS(=O)(=O)C1=C(Cl)C=C(NCC2=CC=CO2)C(=C1)C(O)=O,less
chlorthalidone,chlorthalidone,chlorthalidone,NS(=O)(=O)C1=C(Cl)C=CC(=C1)C1(O)NC(=O)C2=CC=CC=C12,less
keveyis,dichlorphenamide,dichlorphenamide,NS(=O)(=O)C1=CC(Cl)=C(Cl)C(=C1)S(N)(=O)=O,less
diuril,chlorothiazide,chlorothiazide,NS(=O)(=O)C1=CC2=C(C=C1Cl)N=CNS2(=O)=O,less
hydrochlorothiazide,hydrochlorothiazide,hydrochlorothiazide,NS(=O)(=O)C1=CC2=C(NCNS2(=O)=O)C=C1Cl,less
zonisamide,zonisamide,zonisamide,NS(=O)(=O)CC1=NOC2=C1C=CC=C2,less
sterile water,sterile water for injection,water,O,no
cefadroxil,cefadroxil hemihydrate,cefadroxil hemihydrate,O.[H][C@]12SCC(C)=C(N1C(=O)[C@H]2NC(=O)[C@H](N)C1=CC=C(O)C=C1)C(O)=O.[H][C@]12SCC(C)=C(N1C(=O)[C@H]2NC(=O)[C@H](N)C1=CC=C(O)C=C1)C(O)=O,no
clorazepate dipotassium,clorazepate dipotassium,clorazepate dipotassium,O.[K+].[K+].[O-]C(=O)C1N=C(C2=CC=CC=C2)C2=C(C=CC(Cl)=C2)N=C1[O-],no
azithromycin,azithromycin,azithromycin monohydrate,O.CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@@H]([C@H]2O)N(C)C)[C@](C)(O)C[C@@H](C)CN(C)[C@H](C)[C@@H](O)[C@]1(C)O,most
nevirapine,nevirapine,nevirapine hemihydrate,O.CC1=C2NC(=O)C3=C(N=CC=C3)N(C3CC3)C2=NC=C1.CC1=C2NC(=O)C3=C(N=CC=C3)N(C3CC3)C2=NC=C1,no
sprycel,dasatinib,dasatinib,O.CC1=NC(=CC(NC2=NC=C(S2)C(=O)NC2=C(C)C=CC=C2Cl)=N1)N1CCN(CCO)CC1,most
aggrastat,tirofiban,tirofiban hydrochloride,O.Cl.CCCCS(=O)(=O)N[C@@H](CC1=CC=C(OCCCCC2CCNCC2)C=C1)C(O)=O,less
inrebic,fedratinib hydrochloride,fedratinib hydrochloride,O.Cl.Cl.CC1=CN=C(NC2=CC=C(OCCN3CCCC3)C=C2)N=C1NC1=CC(=CC=C1)S(=O)(=O)NC(C)(C)C,most
doxycycline hyclate,doxycycline hyclate,doxycycline hyclate,O.Cl.Cl.CCO.C[C@@H]1[C@H]2[C@H](O)[C@H]3[C@H](N(C)C)C(O)=C(C(N)=O)C(=O)[C@@]3(O)C(O)=C2C(=O)C2=C1C=CC=C2O.C[C@@H]1[C@H]2[C@H](O)[C@H]3[C@H](N(C)C)C(O)=C(C(N)=O)C(=O)[C@@]3(O)C(O)=C2C(=O)C2=C1C=CC=C2O,ambiguous
paroxetine,paroxetine,paroxetine hydrochloride hemihydrate,O.Cl.Cl.FC1=CC=C(C=C1)[C@@H]1CCNC[C@H]1COC1=CC=C2OCOC2=C1.FC1=CC=C(C=C1)[C@@H]1CCNC[C@H]1COC1=CC=C2OCOC2=C1,less
ciprofloxacin,ciprofloxacin,ciprofloxacin hydrochloride,O.Cl.OC(=O)C1=CN(C2CC2)C2=CC(N3CCNCC3)=C(F)C=C2C1=O,most
stivarga,regorafenib,regorafenib monohydrate,O.CNC(=O)C1=NC=CC(OC2=CC(F)=C(NC(=O)NC3=CC(=C(Cl)C=C3)C(F)(F)F)C=C2)=C1,most
bosulif,bosutinib monohydrate,bosutinib monohydrate,O.COC1=C(Cl)C=C(Cl)C(NC2=C(C=NC3=CC(OCCCN4CCN(C)CC4)=C(OC)C=C23)C#N)=C1,most
viracept,nelfinavir mesylate,nelfinavir mesylate,O.CS(O)(=O)=O.CC1=C(C=CC=C1O)C(=O)N[C@@H](CSC1=CC=CC=C1)[C@H](O)CN1C[C@H]2CCCC[C@H]2C[C@H]1C(=O)NC(C)(C)C,less
kit for the preparation of technetium tc 99m medronate,technetium tc 99m medronate,technetium tc-99m medronate,O.O.[99Tc+4].[O-]P([O-])(=O)CP([O-])([O-])=O,no
nalfon,fenoprofen calcium,fenoprofen calcium,O.O.[Ca++].CC(C([O-])=O)C1=CC(OC2=CC=CC=C2)=CC=C1.CC(C([O-])=O)C1=CC(OC2=CC=CC=C2)=CC=C1,most
succinylcholine chloride,succinylcholine chloride,succinylcholine chloride dihydrate,O.O.[Cl-].[Cl-].C[N+](C)(C)CCOC(=O)CCC(=O)OCC[N+](C)(C)C,most
azithromycin,azithromycin,azithromycin dihydrate,O.O.[H][C@@]1(C[C@@](C)(OC)[C@@H](O)[C@H](C)O1)O[C@H]1[C@H](C)[C@@H](O[C@]2([H])O[C@H](C)C[C@@H]([C@H]2O)N(C)C)[C@](C)(O)C[C@@H](C)CN(C)[C@H](C)[C@@H](O)[C@](C)(O)[C@@H](CC)OC(=O)[C@@H]1C,most
esomeprazole magnesium,esomeprazole magnesium,esomeprazole magnesium dihydrate,O.O.[Mg++].COC1=CC2=C([N-]C(=N2)S(=O)CC2=NC=C(C)C(OC)=C2C)C=C1.COC1=CC2=C([N-]C(=N2)S(=O)CC2=NC=C(C)C(OC)=C2C)C=C1,less
calcium disodium versenate,edetate calcium disodium,edetate calcium disodium,O.O.[Na+].[Na+].[Ca++].[O-]C(=O)CN(CCN(CC([O-])=O)CC([O-])=O)CC([O-])=O,less
lisinopril,lisinopril,lisinopril,O.O.NCCCC[C@H](N[C@@H](CCC1=CC=CC=C1)C(O)=O)C(=O)N1CCC[C@H]1C(O)=O,less
aminophylline,aminophylline,aminophylline dihydrate,O.O.NCCN.CN1C2=C(NC=N2)C(=O)N(C)C1=O.CN1C2=C(NC=N2)C(=O)N(C)C1=O,less
atorvastatin calcium,atorvastatin calcium,atorvastatin calcium trihydrate,O.O.O.[Ca++].CC(C)C1=C(C(=O)NC2=CC=CC=C2)C(=C(N1CC[C@@H](O)C[C@@H](O)CC([O-])=O)C1=CC=C(F)C=C1)C1=CC=CC=C1.CC(C)C1=C(C(=O)NC2=CC=CC=C2)C(=C(N1CC[C@@H](O)C[C@@H](O)CC([O-])=O)C1=CC=C(F)C=C1)C1=CC=CC=C1,no
ampicillin,ampicillin,ampicillin trihydrate,O.O.O.[H][C@]12SC(C)(C)[C@@H](N1C(=O)[C@H]2NC(=O)[C@H](N)C1=CC=CC=C1)C(O)=O,no
alendronate,alendronate sodium,alendronate sodium,O.O.O.[Na+].NCCCC(O)(P(O)(O)=O)P(O)([O-])=O,no
levoleucovorin,levoleucovorin,levoleucovorin calcium pentahydrate,O.O.O.O.O.[Ca++].NC1=NC(=O)C2=C(NC[C@H](CNC3=CC=C(C=C3)C(=O)N[C@@H](CCC([O-])=O)C([O-])=O)N2C=O)N1,no
tazicef,ceftazidime,ceftazidime,O.O.O.O.O.[H][C@]12SCC(C[N+]3=CC=CC=C3)=C(N1C(=O)[C@H]2NC(=O)C(=N/OC(C)(C)C(O)=O)\C1=CSC(N)=N1)C([O-])=O,no
magnesium sulfate,magnesium sulfate,magnesium sulfate heptahydrate,O.O.O.O.O.O.O.[Mg++].[O-]S([O-])(=O)=O,ambiguous
ceftriaxone,ceftriaxone,ceftriaxone sodium,O.O.O.O.O.O.O.[Na+].[Na+].[Na+].[Na+].[H][C@]12SCC(CSC3=NC(=O)C(=O)[N-]N3C)=C(N1C(=O)[C@H]2NC(=O)C(=N/OC)\C1=CSC(N)=N1)C([O-])=O.[H][C@]12SCC(CSC3=NC(=O)C(=O)[N-]N3C)=C(N1C(=O)[C@H]2NC(=O)C(=N/OC)\C1=CSC(N)=N1)C([O-])=O,no
alimta,pemetrexed disodium,pemetrexed disodium heptahydrate,O.O.O.O.O.O.O.[Na+].[Na+].NC1=NC(=O)C2=C(NC=C2CCC2=CC=C(C=C2)C(=O)N[C@@H](CCC([O-])=O)C([O-])=O)N1,less
zinc sulfate,zinc sulfate,zinc sulfate,O.O.O.O.O.O.O.[Zn++].[O-]S([O-])(=O)=O,no
nurtec odt,rimegepant sulfate,rimegepant sulfate,O.O.O.OS(O)(=O)=O.N[C@H]1[C@@H](CC[C@@H](OC(=O)N2CCC(CC2)N2C(=O)NC3=C2C=CC=N3)C2=C1C=CC=N2)C1=C(F)C(F)=CC=C1.N[C@H]1[C@@H](CC[C@@H](OC(=O)N2CCC(CC2)N2C(=O)NC3=C2C=CC=N3)C2=C1C=CC=N2)C1=C(F)C(F)=CC=C1,no
quinidine sulfate,quinidine sulfate tablet,quinidine sulfate,O.O.OS(O)(=O)=O.[H][C@@]12CCN(C[C@]1([H])C=C)[C@]([H])(C2)[C@@H](O)C1=C2C=C(OC)C=CC2=NC=C1.[H][C@@]12CCN(C[C@]1([H])C=C)[C@]([H])(C2)[C@@H](O)C1=C2C=C(OC)C=CC2=NC=C1,most
atropine sulfate; atropine sulfate,atropine sulfate,atropine sulfate,O.OS(O)(=O)=O.[H][C@@]12CC[C@]([H])(CC([H])(C1)OC(=O)C(CO)C1=CC=CC=C1)N2C.[H][C@@]12CC[C@]([H])(CC([H])(C1)OC(=O)C(CO)C1=CC=CC=C1)N2C,less
sucralfate,sucralfate,sucralfate,O[Al](O)[Al](O)O.O[Al](O)[Al](O)O.O[Al](O)[Al](O)O.O[Al](O)[Al](O)O.O[Al](O)OS(=O)(=O)OC[C@H]1O[C@@](COS(=O)(=O)O[Al](O)O)(O[C@H]2O[C@H](COS(=O)(=O)O[Al](O)O)[C@@H](OS(=O)(=O)O[Al](O)O)[C@H](OS(=O)(=O)O[Al](O)O)[C@H]2OS(=O)(=O)O[Al](O)O)[C@@H](OS(=O)(=O)O[Al](O)O)[C@@H]1OS(=O)(=O)O[Al](O)O,no
rivastigmine tartrate,rivastigmine tartrate,rivastigmine tartrate,O[C@@H]([C@H](O)C(O)=O)C(O)=O.CCN(C)C(=O)OC1=CC(=CC=C1)[C@H](C)N(C)C,less
neutrexin,trimetrexate glucuronate,trimetrexate glucuronate,O[C@@H](C=O)[C@@H](O)[C@H](O)[C@H](O)C(O)=O.COC1=CC(NCC2=C(C)C3=C(N)N=C(N)N=C3C=C2)=CC(OC)=C1OC,no
sunitinib malate,sunitinib malate,sunitinib malate,O[C@@H](CC(O)=O)C(O)=O.CCN(CC)CCNC(=O)C1=C(C)NC(\C=C2/C(=O)NC3=CC=C(F)C=C23)=C1C,most
cometriq,cabozantinib,cabozantinib s-malate,O[C@@H](CC(O)=O)C(O)=O.COC1=C(OC)C=C2C(OC3=CC=C(NC(=O)C4(CC4)C(=O)NC4=CC=C(F)C=C4)C=C3)=CC=NC2=C1,less
ezetimibe,ezetimibe,ezetimibe,O[C@@H](CC[C@@H]1[C@H](N(C1=O)C1=CC=C(F)C=C1)C1=CC=C(O)C=C1)C1=CC=C(F)C=C1,no
levorphanol tartrate,levorphanol tartrate,levorphanol tartrate,O[C@H]([C@@H](O)C(O)=O)C(O)=O.[H][C@@]12CCCC[C@@]11CCN(C)[C@@H]2CC2=C1C=C(O)C=C2,less
hydrocodone bitartrate,hydrocodone bitartrate,hydrocodone bitartrate,O[C@H]([C@@H](O)C(O)=O)C(O)=O.[H][C@@]12OC3=C(OC)C=CC4=C3[C@@]11CCN(C)[C@H](C4)[C@]1([H])CCC2=O,most
phendimetrazine tartrate,phendimetrazine tartrate,phendimetrazine tartrate,O[C@H]([C@@H](O)C(O)=O)C(O)=O.C[C@H]1[C@@H](OCCN1C)C1=CC=CC=C1,less
varenicline,varenicline tartrate,varenicline tartrate,O[C@H]([C@@H](O)C(O)=O)C(O)=O.C1[C@H]2CNC[C@@H]1C1=CC3=C(C=C21)N=CC=N3,less
nuplazid,pimavanserin tartrate,pimavanserin tartrate,O[C@H]([C@@H](O)C(O)=O)C(O)=O.CC(C)COC1=CC=C(CNC(=O)N(CC2=CC=C(F)C=C2)C2CCN(C)CC2)C=C1.CC(C)COC1=CC=C(CNC(=O)N(CC2=CC=C(F)C=C2)C2CCN(C)CC2)C=C1,most
ergomar sublingual,ergotamine tartrate,ergotamine tartrate,O[C@H]([C@@H](O)C(O)=O)C(O)=O.CN1C[C@@H](C=C2[C@H]1CC1=CNC3=CC=CC2=C13)C(=O)N[C@]1(C)O[C@@]2(O)[C@@H]3CCCN3C(=O)[C@H](CC3=CC=CC=C3)N2C1=O.CN1C[C@@H](C=C2[C@H]1CC1=CNC3=CC=CC2=C13)C(=O)N[C@]1(C)O[C@@]2(O)[C@@H]3CCCN3C(=O)[C@H](CC3=CC=CC=C3)N2C1=O,less
norepinephrine bitartrate,norepinephrine bitartrate,norepinephrine bitartrate,O[C@H]([C@@H](O)C(O)=O)C(O)=O.NC[C@H](O)C1=CC=C(O)C(O)=C1,less
vinorelbine,vinorelbine,vinorelbine tartrate,O[C@H]([C@@H](O)C(O)=O)C(O)=O.O[C@H]([C@@H](O)C(O)=O)C(O)=O.CCC1=C[C@@H]2C[N@](C1)CC1=C(NC3=C1C=CC=C3)[C@@](C2)(C(=O)OC)C1=CC2=C(C=C1OC)N(C)[C@@H]1[C@]22CCN3CC=C[C@](CC)([C@@H]23)[C@@H](OC(C)=O)[C@]1(O)C(=O)OC,less
zypitamag,pitavastatin magnesium,pitavastatin,O[C@H](C[C@H](O)\C=C\C1=C(C2=CC=C(F)C=C2)C2=CC=CC=C2N=C1C1CC1)CC(O)=O,no
vitrakvi,larotrectinib,larotrectinib,O[C@H]1CCN(C1)C(=O)NC1=C2N=C(C=CN2N=C1)N1CCC[C@@H]1C1=C(F)C=CC(F)=C1,no
ismotic,isosorbide,isosorbide,O[C@H]1CO[C@@H]2[C@H](O)CO[C@H]12,no
steritalc 2g; steritalc 3g; steritalc 4g,talc,talc,O[Si](=O)[O-].O[Si](=O)[O-].[O-][Si](=O)[O-].[O-][Si](=O)[O-].[Mg+2].[Mg+2].[Mg+2],less
drax exametazime,kit for the preparation of technetium tc 99m exametazime for leukocyte labeling,technetium tc-99m exametazime,O=[99Tc+3].C[C@@H]([N-]CC(C)(C)C[N-][C@H](C)C(\C)=N\[O-])C(\C)=N\O,less
praziquantel,praziquantel,praziquantel,O=C(C1CCCCC1)N1CC2N(CCC3=C2C=CC=C3)C(=O)C1,most
ravicti,glycerol phenylbutyrate,glycerol phenylbutyrate,O=C(CCCC1=CC=CC=C1)OCC(COC(=O)CCCC1=CC=CC=C1)OC(=O)CCCC1=CC=CC=C1,no
cilostazol,cilostazol,cilostazol,O=C1CCC2=CC(OCCCCC3=NN=NN3C3CCCCC3)=CC=C2N1,most
fycompa,perampanel,perampanel,O=C1N(C=C(C=C1C1=CC=CC=C1C#N)C1=CC=CC=N1)C1=CC=CC=C1,ambiguous
thalomid,thalidomide,thalidomide,O=C1N(C2CCC(=O)NC2=O)C(=O)C2=CC=CC=C12,most
allopurinol,allopurinol,allopurinol,O=C1N=CNC2=C1C=NN2,less
allopurinol,allopurinol,allopurinol sodium,O=C1N=CNC2=C1C=NN2,less
rexulti,brexpiprazole,brexpiprazole,O=C1NC2=C(C=C1)C=CC(OCCCCN1CCN(CC1)C1=C3C=CSC3=CC=C1)=C2,less
oxaliplatin,oxaliplatin,oxaliplatin,O=C1O[Pt]2(N[C@@H]3CCCC[C@H]3N2)OC1=O,most
chemet,succimer,succimer,OC(=O)[C@@H](S)[C@@H](S)C(O)=O,less
methylergonovine maleate,methylergonovine maleate,methylergonovine maleate,OC(=O)\C=C/C(O)=O.[H][C@@]12CC3=CNC4=C3C(=CC=C4)C1=C[C@H](CN2C)C(=O)N[C@@H](CC)CO,less
asenapine,asenapine maleate,asenapine maleate,OC(=O)\C=C/C(O)=O.[H][C@]12CN(C)C[C@]1([H])C1=C(OC3=C2C=CC=C3)C=CC(Cl)=C1,most
trimipramine maleate,trimipramine maleate,trimipramine maleate,OC(=O)\C=C/C(O)=O.CC(CN(C)C)CN1C2=C(CCC3=C1C=CC=C3)C=CC=C2,less
polmon,dexchlorpheniramine maleate,dexchlorpheniramine maleate,OC(=O)\C=C/C(O)=O.CN(C)CC[C@@H](C1=CC=C(Cl)C=C1)C1=NC=CC=C1,ambiguous
karbinal er,carbinoxamine maleate,carbinoxamine maleate,OC(=O)\C=C/C(O)=O.CN(C)CCOC(C1=CC=C(Cl)C=C1)C1=CC=CC=N1,less
avandia,rosiglitazone maleate,rosiglitazone maleate,OC(=O)\C=C/C(O)=O.CN(CCOC1=CC=C(CC2SC(=O)NC2=O)C=C1)C1=CC=CC=N1,most
fluvoxamine maleate,fluvoxamine maleate,fluvoxamine maleate,OC(=O)\C=C/C(O)=O.COCCCC\C(=N/OCCN)C1=CC=C(C=C1)C(F)(F)F,less
prochlorperazine maleate,prochlorperazine maleate,prochlorperazine maleate,OC(=O)\C=C/C(O)=O.OC(=O)\C=C/C(O)=O.CN1CCN(CCCN2C3=C(SC4=C2C=C(Cl)C=C4)C=CC=C3)CC1,less
toviaz,fesoterodine fumarate,fesoterodine fumarate,OC(=O)\C=C\C(O)=O.CC(C)N(CC[C@H](C1=CC=CC=C1)C1=C(OC(=O)C(C)C)C=CC(CO)=C1)C(C)C,less
bisoprolol fumarate,bisoprolol fumarate,bisoprolol fumarate,OC(=O)\C=C\C(O)=O.CC(C)NCC(O)COC1=CC=C(COCCOC(C)C)C=C1.CC(C)NCC(O)COC1=CC=C(COCCOC(C)C)C=C1,most
vemlidy,tenofovir alafenamide,tenofovir alafenamide fumarate,OC(=O)\C=C\C(O)=O.CC(C)OC(=O)[C@H](C)N[P@](=O)(CO[C@H](C)CN1C=NC2=C(N)N=CN=C12)OC1=CC=CC=C1.CC(C)OC(=O)[C@H](C)N[P@](=O)(CO[C@H](C)CN1C=NC2=C(N)N=CN=C12)OC1=CC=CC=C1,no
tenofovir disoproxil fumarate,tenofovir disoproxil fumarate,tenofovir disoproxil fumarate,OC(=O)\C=C\C(O)=O.CC(C)OC(=O)OCOP(=O)(CO[C@H](C)CN1C=NC2=C1N=CN=C2N)OCOC(=O)OC(C)C,no
xospata,gilteritinib,gilteritinib fumarate,OC(=O)\C=C\C(O)=O.CCC1=C(NC2CCOCC2)N=C(NC2=CC(OC)=C(C=C2)N2CCC(CC2)N2CCN(C)CC2)C(=N1)C(N)=O.CCC1=C(NC2CCOCC2)N=C(NC2=CC(OC)=C(C=C2)N2CCC(CC2)N2CCN(C)CC2)C(=N1)C(N)=O,most
corvert,ibutilide fumarate,ibutilide fumarate,OC(=O)\C=C\C(O)=O.CCCCCCCN(CC)CCCC(O)C1=CC=C(NS(C)(=O)=O)C=C1.CCCCCCCN(CC)CCCC(O)C1=CC=C(NS(C)(=O)=O)C=C1,most
clemastine fumarate,clemastine fumarate,clemastine fumarate,OC(=O)\C=C\C(O)=O.CN1CCC[C@@H]1CCO[C@](C)(C1=CC=CC=C1)C1=CC=C(Cl)C=C1,less
quetiapine fumarate,quetiapine fumarate,quetiapine fumarate,OC(=O)\C=C\C(O)=O.OCCOCCN1CCN(CC1)C1=NC2=CC=CC=C2SC2=C1C=CC=C2.OCCOCCN1CCN(CC1)C1=NC2=CC=CC=C2SC2=C1C=CC=C2,less
escitalopram,escitalopram,escitalopram oxalate,OC(=O)C(O)=O.CN(C)CCC[C@]1(OCC2=CC(=CC=C12)C#N)C1=CC=C(F)C=C1,less
movantik,naloxegol oxalate,naloxegol oxalate,OC(=O)C(O)=O.COCCOCCOCCOCCOCCOCCOCCO[C@H]1CC[C@@]2(O)[C@H]3CC4=C5C(O[C@@H]1[C@@]25CCN3CC=C)=C(O)C=C4,no
diflunisal,diflunisal,diflunisal,OC(=O)C1=C(O)C=CC(=C1)C1=C(F)C=C(F)C=C1,most
sulfasalazine,sulfasalazine,sulfasalazine,OC(=O)C1=CC(=CC=C1O)N=NC1=CC=C(C=C1)S(=O)(=O)NC1=NC=CC=C1,less
deferasirox,deferasirox,deferasirox,OC(=O)C1=CC=C(C=C1)N1N=C(N=C1C1=CC=CC=C1O)C1=CC=CC=C1O,no
rizatriptan benzoate,rizatriptan benzoate,rizatriptan benzoate,OC(=O)C1=CC=CC=C1.CN(C)CCC1=CNC2=CC=C(CN3C=NC=N3)C=C12,most
niacor,niacin,niacin,OC(=O)C1=CC=CN=C1,less
trelstar,triptorelin pamoate,triptorelin pamoate,OC(=O)C1=CC2=C(C=CC=C2)C(CC2=C(O)C(=CC3=C2C=CC=C3)C(O)=O)=C1O.CC(C)C[C@H](NC(=O)[C@@H](CC1=CNC2=CC=CC=C12)NC(=O)[C@H](CC1=CC=C(O)C=C1)NC(=O)[C@H](CO)NC(=O)[C@H](CC1=CNC2=CC=CC=C12)NC(=O)[C@H](CC1=CNC=N1)NC(=O)[C@@H]1CCC(=O)N1)C(=O)N[C@@H](CCCNC(N)=N)C(=O)N1CCC[C@@H]1C(=O)NCC(N)=O,most
xeljanz; xeljanz xr,tofacitinib,tofacitinib citrate,OC(=O)CC(O)(CC(O)=O)C(O)=O.C[C@@H]1CCN(C[C@@H]1N(C)C1=NC=NC2=C1C=CN2)C(=O)CC#N,most
tamoxifen citrate,tamoxifen citrate,tamoxifen citrate,OC(=O)CC(O)(CC(O)=O)C(O)=O.CC\C(=C(/C1=CC=CC=C1)C1=CC=C(OCCN(C)C)C=C1)C1=CC=CC=C1,less
sildenafil citrate,sildenafil,sildenafil citrate,OC(=O)CC(O)(CC(O)=O)C(O)=O.CCCC1=NN(C)C2=C1N=C(NC2=O)C1=CC(=CC=C1OCC)S(=O)(=O)N1CCN(C)CC1,less
clomiphene citrate,clomiphene citrate,clomiphene citrate,OC(=O)CC(O)(CC(O)=O)C(O)=O.CCN(CC)CCOC1=CC=C(C=C1)C(=C(Cl)C1=CC=CC=C1)C1=CC=CC=C1,less
orphenadrine citrate,orphenadrine citrate,orphenadrine citrate,OC(=O)CC(O)(CC(O)=O)C(O)=O.CN(C)CCOC(C1=CC=CC=C1)C1=C(C)C=CC=C1,less
toremifene citrate,toremifene citrate,toremifene citrate,OC(=O)CC(O)(CC(O)=O)C(O)=O.CN(C)CCOC1=CC=C(C=C1)C(=C(\CCCl)C1=CC=CC=C1)\C1=CC=CC=C1,most
pylarify,piflufolastat f-18,piflufolastat f-18,OC(=O)CC[C@H](NC(=O)N[C@@H](CCCCNC(=O)C1=CN=C(F)C=C1)C(O)=O)C(O)=O,no
zorvolex,diclofenac,diclofenac,OC(=O)CC1=C(NC2=C(Cl)C=CC=C2Cl)C=CC=C1,most
solifenacin succinate,solifenacin succiate; solifenacin succinate,solifenacin succinate,OC(=O)CCC(O)=O.[H][C@@]1(CN2CCC1CC2)OC(=O)N1CCC2=CC=CC=C2[C@]1([H])C1=CC=CC=C1,less
kisqali,ribociclib,ribociclib succinate,OC(=O)CCC(O)=O.CN(C)C(=O)C1=CC2=CN=C(NC3=CC=C(C=N3)N3CCNCC3)N=C2N1C1CCCC1,most
desvenlafaxine succinate,desvenlafaxine succinate,desvenlafaxine succinate,OC(=O)CCC(O)=O.CN(C)CC(C1=CC=C(O)C=C1)C1(O)CCCCC1,less
frovatriptan succinate,frovatriptan succinate,frovatriptan succinate,OC(=O)CCC(O)=O.CN[C@@H]1CCC2=C(C1)C1=C(N2)C=CC(=C1)C(N)=O,most
loxapine,loxapine,loxapine succinate,OC(=O)CCC(O)=O.CN1CCN(CC1)C1=NC2=C(OC3=C1C=C(Cl)C=C3)C=CC=C2,less
